auc,prauc,AP,auc_01,f1,accuracy,precision,recall,encoding,weight,pep_col,rank_col,key,evalset
0.6125319367677446,0.05365023233869486,0.05576699682248593,0.5010363879589345,0.020408163265306124,0.9382438082984883,0.03125,0.015151515151515152,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6300429130617811,0.05397825314686234,0.057682360470866376,0.5230687882127802,0.06818181818181818,0.9472499195882921,0.08571428571428572,0.05660377358490566,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6218869970239083,0.06101781342642667,0.06500133650721865,0.5357710383363234,0.08121827411167513,0.941781923448054,0.10526315789473684,0.06611570247933884,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5632390556860114,0.048790511219760774,0.051205188568282295,0.5074493171666167,0.021621621621621623,0.941781923448054,0.03508771929824561,0.015625,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5844713938307948,0.043891086579386826,0.04637322496532185,0.5192897128268001,0.04519774011299435,0.9456416854293985,0.0547945205479452,0.038461538461538464,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5755803444625197,0.050348100414328086,0.05247699003512093,0.5024632617254656,0.021857923497267763,0.9424252171116114,0.03773584905660377,0.015384615384615385,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6090638318097562,0.06318758808258916,0.0672386387643,0.535224887104086,0.07291666666666666,0.9427468639433901,0.1076923076923077,0.05511811023622047,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5690511940511941,0.04289459615476475,0.045491039291600505,0.5004967373388426,0.0449438202247191,0.9453200385976198,0.06060606060606061,0.03571428571428571,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6257641030292037,0.07028301598791502,0.07491251289318332,0.5194850449177542,0.06603773584905662,0.936313927307816,0.1111111111111111,0.04697986577181208,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6029161148217244,0.058559686007767495,0.060558714148270416,0.5059216991052804,0.03809523809523809,0.9350273399807012,0.058823529411764705,0.028169014084507043,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6089242304425505,0.04904774110612606,0.05085825875408828,0.5094471086775898,0.022598870056497175,0.9443550981022837,0.031746031746031744,0.017543859649122806,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5993126795740467,0.05829481579063876,0.06117697707207795,0.5126304852321487,0.0588235294117647,0.9382438082984883,0.09090909090909091,0.043478260869565216,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5972844943677815,0.05133102461008888,0.0530146955614154,0.5038083175110895,0.022857142857142857,0.9449983917658411,0.041666666666666664,0.015748031496062992,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5789812332439678,0.04982380114630354,0.05173278498448768,0.5078848596020883,0.023529411764705882,0.9466066259247347,0.044444444444444446,0.016,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6572472944083585,0.06392427036322657,0.06666072283207723,0.5221796590019592,0.05940594059405941,0.9388871019620457,0.08450704225352113,0.04580152671755725,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5677498669096137,0.047380839233820665,0.04981788246716542,0.5089708552996259,0.043478260869565216,0.9433901576069476,0.06451612903225806,0.03278688524590164,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6155118535031199,0.05719704765645775,0.059111096147768216,0.5074532071774085,0.01941747572815534,0.9350273399807012,0.02702702702702703,0.015151515151515152,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5908700179780138,0.05314036335687512,0.055216672246125656,0.4992577670758815,0.028846153846153848,0.9350273399807012,0.04225352112676056,0.021897810218978103,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6070995760813698,0.062084620563832064,0.06444423309875036,0.5082931051983826,0.029411764705882356,0.936313927307816,0.04918032786885246,0.02097902097902098,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5961628837761768,0.05182134203009511,0.05322824853455436,0.4972717252888981,0.010309278350515464,0.9382438082984883,0.015625,0.007692307692307693,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5630844305602147,0.04651056859446183,0.04808824193521288,0.49436618319532477,0.0111731843575419,0.9430685107751688,0.0196078431372549,0.0078125,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5534895700880951,0.0371077548985739,0.038659542110554265,0.49922317482118606,0.03703703703703704,0.9498230942425218,0.05,0.029411764705882353,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.656555703775568,0.06854456075652314,0.0716257283362101,0.5294395794239418,0.05319148936170213,0.9427468639433901,0.09090909090909091,0.03759398496240601,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5887587822014051,0.047346349961061476,0.049132544712684176,0.5063977273394259,0.0213903743315508,0.9411386297844966,0.029850746268656716,0.016666666666666666,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.584769436997319,0.04835569495075903,0.050055672490770434,0.5023028079582333,0.02072538860103627,0.9392087487938244,0.029411764705882353,0.016,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6004312236940635,0.04973702391960978,0.05136048259439173,0.4956857244979363,0.02010050251256281,0.9372788678031522,0.028985507246376812,0.015384615384615385,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6330247819523649,0.062321940857333176,0.06508599375438638,0.5237284048976854,0.053763440860215055,0.9433901576069476,0.08620689655172414,0.0390625,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5609091957396847,0.04752078656500919,0.049106613178282466,0.5061485901940359,0.010416666666666666,0.9388871019620457,0.015625,0.0078125,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5949887705090333,0.052240431905294614,0.05454988825065746,0.5198395437629887,0.03208556149732621,0.941781923448054,0.045454545454545456,0.024793388429752067,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5858483939953036,0.05209690008125506,0.053982821805320935,0.510303192146754,0.04784688995215311,0.9359922804760373,0.06172839506172839,0.0390625,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5688297846571229,0.05081010530320512,0.05299186630048612,0.4924379475685799,0.029556650246305417,0.9366355741395948,0.046875,0.02158273381294964,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5780909300570278,0.05268453689246396,0.05507864463049121,0.5157654178216423,0.05405405405405405,0.9437118044387263,0.08771929824561403,0.0390625,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6197790025395796,0.05898128215657897,0.06278592528710777,0.5191790872870293,0.0851063829787234,0.9446767449340624,0.125,0.06451612903225806,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5785197701926327,0.05656586466672744,0.05816349125758419,0.4957317253932398,0.009090909090909092,0.9298809906722418,0.014285714285714285,0.006666666666666667,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6314937915464693,0.05836346811703007,0.060457900251592984,0.5040036438770323,0.03940886699507389,0.9372788678031522,0.057971014492753624,0.029850746268656716,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5763662261327371,0.0421469456945173,0.043658804006865996,0.5001061241712904,0.02173913043478261,0.9421035702798327,0.0273972602739726,0.018018018018018018,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5729574128853321,0.05175049137867902,0.05367771545532534,0.5054370863768344,0.02926829268292683,0.9359922804760373,0.04054054054054054,0.022900763358778626,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6480641368982287,0.06907466233838827,0.07247824280921525,0.5220875275129712,0.06862745098039215,0.9388871019620457,0.10606060606060606,0.050724637681159424,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.617726468903335,0.05730597534301557,0.05906316441405365,0.5047605564010902,0.010309278350515464,0.9382438082984883,0.01694915254237288,0.007407407407407408,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6087690758385622,0.06049370348913874,0.06411386611052455,0.5177579085990598,0.06862745098039216,0.9388871019620457,0.0945945945945946,0.05384615384615385,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5965594574871402,0.06570187042915324,0.06885346742088526,0.5193725485420295,0.055813953488372085,0.9347056931489225,0.09523809523809523,0.039473684210526314,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6725459240981011,0.07913608880694782,0.08181986617259543,0.5203868409648122,0.05263157894736842,0.9305242843357993,0.08,0.0392156862745098,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5605289318524613,0.04240440510819524,0.04389793737791052,0.501128816144296,0.022727272727272728,0.9446767449340624,0.03389830508474576,0.017094017094017096,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5789501731947775,0.055420047568996544,0.05736937720788775,0.5084251578003944,0.010416666666666666,0.9388871019620457,0.018867924528301886,0.007194244604316547,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6470518425687255,0.06587256157538995,0.06853680674326584,0.5112458941112304,0.030456852791878174,0.938565455130267,0.05454545454545454,0.02112676056338028,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5484412260984889,0.03967898033931707,0.041148538174747985,0.5110621448301559,0.012422360248447204,0.9488581537471856,0.018518518518518517,0.009345794392523364,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6326436581219996,0.047047583603508664,0.04931753709882461,0.5050586049700265,0.045714285714285714,0.946284979092956,0.058823529411764705,0.037383177570093455,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6121273195509003,0.05511996110319932,0.057063955568360386,0.5073594527743,0.020408163265306124,0.9382438082984883,0.03125,0.015151515151515152,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.568146191508637,0.05262231801277489,0.05487831728241835,0.5159219084753445,0.041237113402061855,0.9401736892891605,0.06451612903225806,0.030303030303030304,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5879041725836798,0.050075951208807944,0.05157213020131257,0.4930224890120965,0.0,0.9398520424573817,0.0,0.0,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6152446182949773,0.05500154979650307,0.05711290115830739,0.5026363143567087,0.03278688524590164,0.9430685107751688,0.057692307692307696,0.022900763358778626,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5687445724210429,0.04371392978810504,0.0451893162967583,0.49470292349549316,0.0,0.9398520424573817,0.0,0.0,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5901245048104131,0.05583896904871785,0.05797108484746105,0.5055843130747072,0.0,0.9388871019620457,0.0,0.0,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.61312230337405,0.05163742202172518,0.05320750118960266,0.4974154917069762,0.03092783505154639,0.9395303956256031,0.04477611940298507,0.023622047244094488,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6125288976867609,0.06193694169115538,0.06458282676209201,0.5130472759034829,0.03773584905660377,0.9343840463171438,0.05714285714285714,0.028169014084507043,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6406836461126005,0.06349968517990684,0.06634713463129409,0.5303682799492028,0.06542056074766356,0.9356706336442586,0.07865168539325842,0.056,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6090206622580723,0.060492676283858474,0.0626547929628814,0.5085016516292548,0.02030456852791878,0.9379221614667096,0.034482758620689655,0.014388489208633094,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5343593815209535,0.0438724625250608,0.04505969949314273,0.4902358807208267,0.0,0.9372788678031522,0.0,0.0,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5873946452532708,0.05099394866308764,0.0526873750426613,0.5059416877063507,0.04145077720207254,0.9404953361209392,0.06153846153846154,0.03125,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5834254174954241,0.04827063155637476,0.05027435616219032,0.5120389416838085,0.0213903743315508,0.9411386297844966,0.028985507246376812,0.01694915254237288,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5887067983611852,0.04519954926084582,0.046811829158964785,0.4911272622506234,0.023121387283236997,0.9456416854293985,0.03636363636363636,0.01694915254237288,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6263087153367289,0.06064058087436053,0.06309720457873749,0.5193150533379288,0.02072538860103627,0.9392087487938244,0.03333333333333333,0.015037593984962405,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5824339073490177,0.05202493334891413,0.0536705137592624,0.506427358719379,0.010362694300518135,0.938565455130267,0.016666666666666666,0.007518796992481203,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6053970017262129,0.051901118317253386,0.053941336577795845,0.5089565024743913,0.0,0.9446767449340624,0.0,0.0,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5887240421742065,0.04959594855243757,0.05133173023531285,0.5117049319505076,0.022857142857142857,0.9449983917658411,0.037037037037037035,0.01652892561983471,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6199865640886512,0.04553578279670631,0.047358870377722795,0.5099700105835,0.02247191011235955,0.944033451270505,0.02666666666666667,0.019417475728155338,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6009761887459729,0.05642759381740705,0.05856526618021607,0.5020124251476012,0.041237113402061855,0.9401736892891605,0.07272727272727272,0.02877697841726619,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6022067797454482,0.057324982268618555,0.05967483723310265,0.5070965915124057,0.041666666666666664,0.9408169829527179,0.07017543859649122,0.02962962962962963,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5709648097649656,0.058948283414546054,0.061629762227658265,0.5164509476342549,0.00909090909090909,0.9298809906722418,0.014492753623188406,0.006622516556291391,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5936258365601473,0.06615943061522016,0.07062692875859661,0.5194627835142017,0.05050505050505051,0.9395303956256031,0.09803921568627451,0.034013605442176874,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5805790593024636,0.05712482155199681,0.05878064614208983,0.49572152539677733,0.0,0.9311675779993567,0.0,0.0,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5802451089032343,0.06214790734529722,0.06500549740753639,0.5233080792224775,0.027522935779816512,0.9318108716629141,0.04,0.02097902097902098,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5750121575620036,0.04712178089822299,0.04874663384149189,0.49885249677931254,0.019999999999999997,0.9369572209713735,0.02631578947368421,0.016129032258064516,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5860687930786507,0.05010051113612387,0.05200239942404479,0.5090904432577344,0.021390374331550804,0.9411386297844966,0.030303030303030304,0.01652892561983471,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5944150231468428,0.05210394973305159,0.05373078780382108,0.506152119696038,0.010810810810810811,0.9411386297844966,0.018518518518518517,0.007633587786259542,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6038973428265624,0.06667456997859991,0.06963457773179613,0.5251058681185723,0.028301886792452827,0.9337407526535864,0.04477611940298507,0.020689655172413793,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6359918838770096,0.05959037154255484,0.06268150007173602,0.5070632723528816,0.021505376344086023,0.9414602766162753,0.03508771929824561,0.015503875968992248,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6284087881210183,0.06399609843991892,0.06626931843269522,0.5169797176612777,0.020100502512562814,0.9372788678031522,0.03333333333333333,0.014388489208633094,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6271992976294996,0.05757589463187947,0.059520861179306064,0.5030002574478338,0.0196078431372549,0.9356706336442586,0.02857142857142857,0.014925373134328358,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5478914435928764,0.0397646744602115,0.04266557782154416,0.5024498006837227,0.034090909090909095,0.9453200385976198,0.04411764705882353,0.027777777777777776,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5944804668503809,0.0507476310461424,0.05307755296874869,0.5104199548961559,0.043478260869565216,0.9433901576069476,0.06666666666666667,0.03225806451612903,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5822656776803776,0.05601042053700349,0.05778182493277759,0.5058187367517673,0.019230769230769232,0.9343840463171438,0.03076923076923077,0.013986013986013986,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5950045507607685,0.056896014381819154,0.05909699457401674,0.5065093061495669,0.03940886699507389,0.9372788678031522,0.05970149253731343,0.029411764705882353,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5699651474530831,0.05283060823685724,0.05592351002071702,0.5227740934104699,0.061855670103092786,0.9414602766162753,0.08695652173913043,0.048,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6227807930437734,0.0658702767370892,0.0694257431763724,0.514604357916279,0.05882352941176471,0.9382438082984883,0.09836065573770492,0.04195804195804196,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.561382213128938,0.04959936279792482,0.05123702464250413,0.5084041446946527,0.021164021164021163,0.9404953361209392,0.03508771929824561,0.015151515151515152,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5899940324360864,0.049826226338189436,0.05159606212859723,0.5052258571459146,0.02072538860103627,0.9392087487938244,0.030303030303030304,0.015748031496062992,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5829993081850684,0.052178000732233776,0.054028596254462054,0.5077635310411995,0.03045685279187817,0.938565455130267,0.04285714285714286,0.023622047244094488,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6402607675882594,0.05658253630830489,0.05941882433209289,0.5070669804053098,0.022471910112359553,0.944033451270505,0.03508771929824561,0.01652892561983471,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5803283433959143,0.04684399556719359,0.050071413103682405,0.5123229046895628,0.06936416184971098,0.9482148600836282,0.1,0.05309734513274336,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5901996370235935,0.056453527788296015,0.05817911027450717,0.5041453277196901,0.009433962264150941,0.9324541653264715,0.014925373134328358,0.006896551724137931,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6051407712487163,0.05329647325538067,0.05533636883134097,0.5104016046373616,0.0297029702970297,0.9369572209713735,0.039473684210526314,0.023809523809523808,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5653637334816267,0.054555425857332564,0.05665304774800868,0.5122748994154271,0.03,0.9376005146349309,0.04838709677419355,0.021739130434782608,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6343583636160055,0.06303692696685789,0.06688305351678682,0.5218297752198005,0.05882352941176471,0.9382438082984883,0.08333333333333333,0.045454545454545456,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6103255999203425,0.05247631900175784,0.05458321065935282,0.5092476619541818,0.03260869565217391,0.9427468639433901,0.047619047619047616,0.024793388429752067,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6279994515288634,0.052516312754065056,0.054407218983058385,0.506372969995261,0.011363636363636364,0.944033451270505,0.01694915254237288,0.008547008547008548,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6048472600533052,0.047007155089747774,0.048786420449730715,0.5032502616703431,0.03278688524590164,0.9430685107751688,0.043478260869565216,0.02631578947368421,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5702533116430397,0.048631027043000916,0.050224699893890654,0.5005606043926921,0.03980099502487562,0.9379221614667096,0.056338028169014086,0.03076923076923077,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.602052767493944,0.05107150185738279,0.05303058390615753,0.5084838621990325,0.023255813953488372,0.9459633322611772,0.03636363636363636,0.017094017094017096,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.593972632942441,0.06314419388629758,0.06576070703136652,0.5154762569585921,0.019999999999999997,0.9369572209713735,0.03773584905660377,0.013605442176870748,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5457106874029816,0.04173776260716636,0.04307879550273761,0.5060557993701413,0.010989010989010988,0.9421035702798327,0.014705882352941176,0.008771929824561403,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5747203579418344,0.050400840448851236,0.05238304484989105,0.5071043458497969,0.021505376344086023,0.9414602766162753,0.03508771929824561,0.015503875968992248,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5826957978500629,0.053910628767561,0.055325475664956505,0.4917693507816729,0.009302325581395349,0.9314892248311354,0.014285714285714285,0.006896551724137931,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.609849867790722,0.053415305041647494,0.055971857576924584,0.518404195293571,0.03529411764705882,0.9472499195882921,0.061224489795918366,0.024793388429752067,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5644138479826311,0.05261916054233727,0.054773351423032815,0.508037366554483,0.0196078431372549,0.9356706336442586,0.029850746268656716,0.014598540145985401,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6082994353051367,0.05488172674519945,0.057639023301545855,0.5189732945730768,0.022222222222222223,0.9433901576069476,0.03508771929824561,0.016260162601626018,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5512690530778714,0.0399855194648125,0.0413246914832466,0.4937749485641936,0.0,0.9430685107751688,0.0,0.0,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6090758150156685,0.0492161581653855,0.05123560917862775,0.5022936785378437,0.0,0.9401736892891605,0.0,0.0,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.599601484470348,0.05322068229080251,0.054662590537812736,0.49122938108178615,0.0,0.9392087487938244,0.0,0.0,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.6082928754889546,0.05348452518023489,0.05561086034128695,0.5031948498173697,0.020618556701030927,0.9388871019620457,0.031746031746031744,0.015267175572519083,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5623613173060039,0.05080341905505442,0.05315398214660834,0.5167015762671849,0.03940886699507389,0.9372788678031522,0.05194805194805195,0.031746031746031744,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5863844524980822,0.05909709295856476,0.06156623454856706,0.512024007157858,0.019047619047619046,0.9337407526535864,0.031746031746031744,0.013605442176870748,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5918595723130707,0.05039813642500585,0.05334844520791048,0.5075750736356026,0.04419889502762431,0.9443550981022837,0.06896551724137931,0.032520325203252036,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
0.5855925689074925,0.03915402239811949,0.040671287856281865,0.49270255265316754,0.012195121951219511,0.9478932132518495,0.01639344262295082,0.009708737864077669,onehot,Inverted Mask,Peptide,None,aa_props,PRIME_AC
