1	2	3	4
1	5.491398	0	0	0
2	3.63135818018444	2.61640981981556	0	0
3	2.1942534012973	1.84246928886486	2.74245030983784	0
4	2.38623501681017	1.54539886264863	1.38013106683067	1.75995705371054
