,auc,auc_01,precision,accuracy,AP,id,input_type,evalset,weight,key
0,0.6757051794381957,0.5511146723902487,0.028409090909090908,0.5722519555372582,0.08321091712853299,26_8212046612862,icore_mut,PRIME,None,only_rank
0,0.599910738497695,0.5262539427299153,0.021395348837209303,0.5611362700699877,0.050437906758164404,27_10431758843917,icore_mut,PRIME,None,only_rank
0,0.6107882630038082,0.5149052714994248,0.020276497695852536,0.5557842733635241,0.02485950801471201,28_12811304433203,icore_mut,PRIME,None,only_rank
0,0.6129277522403306,0.5286630352172393,0.018501387604070305,0.5566076574722107,0.02729738504457049,29_2284632207920,icore_mut,PRIME,None,only_rank
0,0.759816958698373,0.5955813736468831,0.026119402985074626,0.568546727048168,0.13611209888084544,30_18292166682659,icore_mut,PRIME,None,only_rank
0,0.6832020527509249,0.5353169892148919,0.023054755043227664,0.576780568135035,0.030635695289465924,31_7221872208160,icore_mut,PRIME,None,only_rank
0,0.6645479759624908,0.5564970671412071,0.02598652550529355,0.5788390284067517,0.08647998690418272,32_1579763332579,icore_mut,PRIME,None,only_rank
0,0.715227560336256,0.5744349348468342,0.026046511627906978,0.5652531906134212,0.09949682065532774,33_17521085599730,icore_mut,PRIME,None,only_rank
0,0.6564118717625647,0.5651751438655438,0.03064066852367688,0.5640181144503911,0.08715025604667223,34_11461454431521,icore_mut,PRIME,None,only_rank
0,0.7258203019072584,0.5531334890602625,0.0260950605778192,0.5660765747221078,0.039506443939781755,35_1737672294629,icore_mut,PRIME,None,only_rank
0,0.6544202999489251,0.5505226012517015,0.024074074074074074,0.5619596541786743,0.030943685600781676,36_645911154299,icore_mut,PRIME,None,only_rank
0,0.6015104998157927,0.5524732253081432,0.018357487922705314,0.5755454919720049,0.08310312135916818,37_19352172275876,icore_mut,PRIME,None,only_rank
0,0.6708389508518201,0.5503404915033017,0.027777777777777776,0.5771922601893783,0.08409933050055377,38_532029965127,icore_mut,PRIME,None,only_rank
0,0.6262863809406853,0.5429720069546333,0.022286821705426358,0.5800741045697818,0.08376320944047562,39_1051863330643,icore_mut,PRIME,None,only_rank
0,0.7059119835617531,0.5372228224520245,0.029945553539019964,0.5561959654178674,0.059726779645568655,40_2267617741530,icore_mut,PRIME,None,only_rank
0,0.6583437543420869,0.552642548430267,0.019945602901178604,0.5516673528200906,0.02875525511337494,41_1984854454970,icore_mut,PRIME,None,only_rank
0,0.5179663241460994,0.5295944172348667,0.012785388127853882,0.5500205846027172,0.053327238398475696,42_8602290013481,icore_mut,PRIME,None,only_rank
0,0.5880870066263324,0.5093683502908813,0.013992537313432836,0.5603128859613009,0.017143187704383545,43_18601447784677,icore_mut,PRIME,None,only_rank
0,0.6479929511151765,0.5339565653890976,0.02021174205967276,0.576780568135035,0.027052270901798587,44_1812922251005,icore_mut,PRIME,None,only_rank
0,0.6104948942027593,0.5264354105276636,0.013270142180094787,0.5664882667764513,0.020279815673126773,45_1667830079919,icore_mut,PRIME,None,only_rank
0,0.6789535589619062,0.558101886983356,0.02081268582755203,0.5883079456566488,0.043604389991952194,46_1576612211585,icore_mut,PRIME,None,only_rank
0,0.5643364518364518,0.4973009446693657,0.013685239491691105,0.5804857966241251,0.05349898468652994,47_11591603310484,icore_mut,PRIME,None,only_rank
0,0.65741127348643,0.5582579807002462,0.022058823529411766,0.5578427336352408,0.03453727805812392,48_1361577701135,icore_mut,PRIME,None,only_rank
0,0.618203223105902,0.5269326518472826,0.02376425855513308,0.5710168793742281,0.05298588239918408,49_4261230039887,icore_mut,PRIME,None,only_rank
0,0.6819683908045977,0.5287734422262553,0.01984877126654064,0.569781803211198,0.06209399637721185,50_17121351143964,icore_mut,PRIME,None,only_rank
0,0.623461869090016,0.5444666714065035,0.02117863720073665,0.5578427336352408,0.055965709844026476,51_21051596642002,icore_mut,PRIME,None,only_rank
0,0.6467447798969538,0.5675247505911122,0.022417153996101363,0.5813091807328119,0.06543716223650994,52_16921988820614,icore_mut,PRIME,None,only_rank
0,0.7308712496422989,0.602097431388019,0.031609195402298854,0.5817208727871552,0.10972316329655918,53_797641162131,icore_mut,PRIME,None,only_rank
0,0.617119055068836,0.5459991107305184,0.020289855072463767,0.5780156442980651,0.055906672868812166,54_898223308009,icore_mut,PRIME,None,only_rank
0,0.5921232356958567,0.5392040961410964,0.019646365422396856,0.583779333058872,0.024995773633222893,55_4611883341322,icore_mut,PRIME,None,only_rank
0,0.5942028985507246,0.5399658747867174,0.013108614232209739,0.5623713462330177,0.018090874290487145,56_399829906684,icore_mut,PRIME,None,only_rank
0,0.5056002574831027,0.4789355106465875,0.01683816651075772,0.5586661177439275,0.016554313429142497,57_4061724475841,icore_mut,PRIME,None,only_rank
0,0.7044699172867016,0.5094848955299833,0.016589861751152075,0.5590778097982709,0.019112995441978295,58_19552249925772,icore_mut,PRIME,None,only_rank
0,0.6431868771184297,0.5601654006012147,0.021043000914913082,0.5553725813091808,0.061734311937182845,59_177576670993,icore_mut,PRIME,None,only_rank
0,0.6353020062225083,0.5671347664300759,0.023741690408357077,0.5710168793742281,0.0905877829073219,60_22531956673327,icore_mut,PRIME,None,only_rank
0,0.5947025747262504,0.5504742916776997,0.017873941674506115,0.5652531906134212,0.08507811883085795,61_20641426652611,icore_mut,PRIME,None,only_rank
0,0.6546306241794964,0.531830830208353,0.022222222222222223,0.5784273363524084,0.05573144774268458,62_15541591197974,icore_mut,PRIME,None,only_rank
0,0.6906966155714069,0.5594864380559839,0.022835394862036156,0.5734870317002881,0.09244340097049535,63_10681704483359,icore_mut,PRIME,None,only_rank
0,0.6568709184382382,0.5692795974931075,0.01855287569573284,0.5603128859613009,0.0665617471821739,64_998512201645,icore_mut,PRIME,None,only_rank
0,0.5724400547390969,0.5751300366701844,0.014204545454545454,0.5660765747221078,0.06811105792052603,65_21651007757471,icore_mut,PRIME,None,only_rank
0,0.6652893277893277,0.5077415472152315,0.015639374425023,0.5566076574722107,0.01712176035601976,66_1044550035678,icore_mut,PRIME,None,only_rank
0,0.6380644713074892,0.5260525218841183,0.019249278152069296,0.5763688760806917,0.08445015752557673,67_8211888851329,icore_mut,PRIME,None,only_rank
0,0.7793119930921762,0.5945630103568663,0.02422480620155039,0.5846027171675586,0.07596163656480714,68_1522743368747,icore_mut,PRIME,None,only_rank
0,0.6087641272498954,0.5564153686854222,0.025365853658536587,0.5829559489501852,0.08713604401661722,69_16261215596192,icore_mut,PRIME,None,only_rank
0,0.5959421089185767,0.5402182069956114,0.023853211009174313,0.5557842733635241,0.05687034329186078,70_2141566654963,icore_mut,PRIME,None,only_rank
0,0.662814194826867,0.5399265529280021,0.023946360153256706,0.5776039522437217,0.05789901609200584,71_1079171149150,icore_mut,PRIME,None,only_rank
0,0.5834180746766792,0.5146894143995784,0.018165304268846504,0.5500205846027172,0.04967093223765645,72_472420090742,icore_mut,PRIME,None,only_rank
0,0.6378625134264232,0.5547515405053989,0.019090909090909092,0.5500205846027172,0.037092208385837586,73_918412216103,icore_mut,PRIME,None,only_rank
0,0.7122375046051823,0.5838530995301099,0.022935779816513763,0.5578427336352408,0.12472072107180346,74_1950946609854,icore_mut,PRIME,None,only_rank
0,0.6509656801445046,0.568051015408467,0.01936108422071636,0.5788390284067517,0.126253436816401,75_2481459941843,icore_mut,PRIME,None,only_rank
0,0.5943893678160919,0.510700241984271,0.017857142857142856,0.5656648826677645,0.019249184819209262,76_14151821120702,icore_mut,PRIME,None,only_rank
0,0.6017424513665115,0.5493872525926344,0.021215043394406944,0.576780568135035,0.031663310007441145,77_607579952836,icore_mut,PRIME,None,only_rank
0,0.7019908704691313,0.6025752032617021,0.026196928635953028,0.5529024289831206,0.10855596997906661,78_470724492332,icore_mut,PRIME,None,only_rank
0,0.64811023795373,0.5180333452663555,0.025711662075298437,0.5590778097982709,0.052231836076012006,79_2391384483468,icore_mut,PRIME,None,only_rank
0,0.5818093286791117,0.5076589637700261,0.01905717151454363,0.5916014820913956,0.018941618183371655,80_1199994489716,icore_mut,PRIME,None,only_rank
0,0.6831990372540813,0.5277202529135732,0.02702702702702703,0.5656648826677645,0.057620915870594376,81_1729779944064,icore_mut,PRIME,None,only_rank
0,0.6120114942528736,0.5129688445251058,0.017324350336862367,0.5751337999176616,0.018917609605302206,82_1311141184533,icore_mut,PRIME,None,only_rank
0,0.7324315962226586,0.5823061379672647,0.022988505747126436,0.5771922601893783,0.1325057578438378,83_2130986698691,icore_mut,PRIME,None,only_rank
0,0.6115945581566369,0.5350898695445563,0.023636363636363636,0.5516673528200906,0.05482454032352731,84_19622010060743,icore_mut,PRIME,None,only_rank
0,0.6235012900288359,0.5473117077106182,0.018957345971563982,0.568546727048168,0.06274398377098914,85_3622172214050,icore_mut,PRIME,None,only_rank
0,0.5837506956037841,0.537559941742351,0.017992424242424244,0.5673116508851379,0.056741511395252436,86_18882243386028,icore_mut,PRIME,None,only_rank
0,0.5996088164399233,0.5120392290936927,0.024459078080903106,0.5668999588307946,0.024229458412921945,87_333650085841,icore_mut,PRIME,None,only_rank
0,0.6406649022612249,0.5615073692030605,0.0210727969348659,0.5734870317002881,0.09140919878827652,88_20081491166544,icore_mut,PRIME,None,only_rank
0,0.6913158260386272,0.5703034158969746,0.02387774594078319,0.5771922601893783,0.09528172673696983,89_1939940096910,icore_mut,PRIME,None,only_rank
0,0.6188492889867317,0.5681232443875203,0.015917602996254682,0.5627830382873611,0.06414640309211724,90_16501334487253,icore_mut,PRIME,None,only_rank
0,0.6037913142950526,0.5496685395312033,0.024007386888273315,0.5586661177439275,0.035592408995539414,91_222639989169,icore_mut,PRIME,None,only_rank
0,0.6622778143515471,0.5524473101480135,0.027985074626865673,0.5660765747221078,0.08482921492867164,92_122825590768,icore_mut,PRIME,None,only_rank
0,0.7301816867034259,0.5968484326607897,0.02681992337164751,0.5780156442980651,0.061022387370857495,93_137188864943,icore_mut,PRIME,None,only_rank
0,0.6340253191717626,0.5273265235828548,0.025,0.561547962124331,0.05265334849093085,94_23861875584849,icore_mut,PRIME,None,only_rank
0,0.6558016436829642,0.5298349270818314,0.02530459231490159,0.5681350349938247,0.0312887410185884,95_21661743395715,icore_mut,PRIME,None,only_rank
0,0.6774120971117622,0.5535733956070586,0.027906976744186046,0.5656648826677645,0.0603706599605069,96_21321340069407,icore_mut,PRIME,None,only_rank
0,0.6728301684368629,0.5478235337297218,0.027860696517412936,0.593248250308769,0.06235438810664497,97_21381514431346,icore_mut,PRIME,None,only_rank
0,0.6483477011494252,0.5395114942528736,0.018050541516245487,0.5483738163853438,0.056338283372040436,98_554184462059,icore_mut,PRIME,None,only_rank
0,0.6236592840228445,0.5409124566535436,0.021256931608133085,0.5586661177439275,0.0294944298532949,99_6411584404349,icore_mut,PRIME,None,only_rank
0,0.5534391948268669,0.5292155215949762,0.0169971671388102,0.5656648826677645,0.08016681098284001,100_1544838811404,icore_mut,PRIME,None,only_rank
0,0.6123549821099425,0.5222850577598719,0.014258555133079848,0.569781803211198,0.016524966036627856,101_863974492404,icore_mut,PRIME,None,only_rank
0,0.6555070957244871,0.5363456662083664,0.023084025854108958,0.5594895018526143,0.03249778955451751,102_2304989988211,icore_mut,PRIME,None,only_rank
0,0.675082893282574,0.5726713935766593,0.021120293847566574,0.5566076574722107,0.03860444353511019,103_1799547708315,icore_mut,PRIME,None,only_rank
0,0.617687074829932,0.5578670988247562,0.021998166819431713,0.5561959654178674,0.08697867250197207,104_691339956984,icore_mut,PRIME,None,only_rank
0,0.5823002436241403,0.5491736093865898,0.01694915254237288,0.5899547138740222,0.02136840487340528,105_6291034416059,icore_mut,PRIME,None,only_rank
0,0.6121852249671799,0.5327793167128347,0.020793950850661626,0.5681350349938247,0.07989122602174267,106_986836603929,icore_mut,PRIME,None,only_rank
0,0.6888221180303331,0.5721721923510487,0.026046511627906978,0.5648414985590778,0.043757009229305595,107_2110877720724,icore_mut,PRIME,None,only_rank
0,0.6711995635418118,0.5507975259223418,0.025787965616045846,0.5763688760806917,0.08808547580923298,108_99599988445,icore_mut,PRIME,None,only_rank
0,0.6269264666003797,0.5342464450015938,0.023529411764705882,0.5512556607657472,0.054445578622418146,109_1412427787757,icore_mut,PRIME,None,only_rank
0,0.656030947054437,0.5603928725617174,0.03016453382084095,0.5582544256895842,0.08394797435788512,110_21762226608928,icore_mut,PRIME,None,only_rank
0,0.5747943276033164,0.5295186010738938,0.015458937198067632,0.5763688760806917,0.01929003199714923,111_20041856623478,icore_mut,PRIME,None,only_rank
0,0.6963635412306405,0.5792833381066731,0.027281279397930385,0.569781803211198,0.09709685431528137,112_2322284403525,icore_mut,PRIME,None,only_rank
0,0.6356618841992849,0.5452135003897821,0.024738344433872503,0.5738987237546316,0.03324685030024811,113_22131508812864,icore_mut,PRIME,None,only_rank
0,0.7178567815045278,0.6045242868896327,0.022598870056497175,0.5689584191025113,0.0940082842249572,114_1830164487431,icore_mut,PRIME,None,only_rank
0,0.7399856321839081,0.588929219600726,0.020192307692307693,0.5771922601893783,0.04651462093741217,115_416201119707,icore_mut,PRIME,None,only_rank
0,0.7423774273146658,0.5619399319024952,0.031221303948576674,0.5636064223960477,0.046039658693584944,116_8921507716110,icore_mut,PRIME,None,only_rank
0,0.5494009983361066,0.49471932743672825,0.015194681861348529,0.5693701111568547,0.013330169095656017,117_113649973523,icore_mut,PRIME,None,only_rank
0,0.6116367931082396,0.5581784807997484,0.01932367149758454,0.5780156442980651,0.03214367725744531,118_472085532226,icore_mut,PRIME,None,only_rank
0,0.6282255747126437,0.551799758015729,0.01811248808388942,0.5718402634829148,0.05778977889301324,119_26757729347,icore_mut,PRIME,None,only_rank
0,0.658136034805484,0.5777585183173444,0.01937269372693727,0.5574310415808975,0.07183427209468271,120_17922158830675,icore_mut,PRIME,None,only_rank
0,0.5528746118633758,0.48439113725926264,0.015151515151515152,0.5677233429394812,0.012827871528644296,121_469186603857,icore_mut,PRIME,None,only_rank
0,0.6058879711587614,0.5163909936265507,0.01826923076923077,0.5747221078633182,0.021852028573033106,122_12961286656282,icore_mut,PRIME,None,only_rank
0,0.6357579547033486,0.5296505122748514,0.018975332068311195,0.5701934952655414,0.055421424322621635,123_1346296639830,icore_mut,PRIME,None,only_rank
0,0.6100984691544029,0.5101464010047988,0.01932367149758454,0.5776039522437217,0.020154166406357466,124_462282249671,icore_mut,PRIME,None,only_rank
0,0.594404354396028,0.5306542793286296,0.014272970561998216,0.5405516673528201,0.01915469515003786,125_22052104482172,icore_mut,PRIME,None,only_rank
0,0.6027190935025036,0.5063276120758536,0.02274975272007913,0.5854261012762454,0.046998482566154624,126_17931727703309,icore_mut,PRIME,None,only_rank
0,0.6558255551979402,0.5688851998034997,0.025714285714285714,0.5738987237546316,0.09046466560606273,127_201474473298,icore_mut,PRIME,None,only_rank
0,0.6953618897832052,0.5335758213184919,0.02095238095238095,0.5747221078633182,0.026656859620348968,128_15091757714073,icore_mut,PRIME,None,only_rank
0,0.6780602939598755,0.5863895335377388,0.025738798856053385,0.5743104158089749,0.0755040319375157,129_2311926665476,icore_mut,PRIME,None,only_rank
0,0.6175549551762249,0.510364084101941,0.019924098671726755,0.5693701111568547,0.02153073570741075,130_409720027669,icore_mut,PRIME,None,only_rank
0,0.6422509738452976,0.5622289142190733,0.019662921348314606,0.5640181144503911,0.11914450082639647,131_190758890852,icore_mut,PRIME,None,only_rank
0,0.5810639583617614,0.5402700986271406,0.024007386888273315,0.5578427336352408,0.07898000568878079,132_3531201145808,icore_mut,PRIME,None,only_rank
0,0.6496695402298851,0.5605338777979432,0.01757631822386679,0.5586661177439275,0.06252390119829225,133_10802011122842,icore_mut,PRIME,None,only_rank
0,0.6854278553526674,0.5528671302315941,0.022388059701492536,0.5640181144503911,0.032106578477277554,134_15071852285152,icore_mut,PRIME,None,only_rank
0,0.6831814479737612,0.5278636067153951,0.026540284360189573,0.5730753396459448,0.05690042094503791,135_12111328838923,icore_mut,PRIME,None,only_rank
0,0.6632116004296456,0.5498332296907683,0.025714285714285714,0.5755454919720049,0.08896271724072859,136_2271760036221,icore_mut,PRIME,None,only_rank
0,0.6737200143215181,0.5751848292410223,0.024295432458697766,0.5825442568958419,0.09499236976070298,137_23421484435931,icore_mut,PRIME,None,only_rank
0,0.6579435961458433,0.5373950577971867,0.01818181818181818,0.5529024289831206,0.02175660150464554,138_12741043386236,icore_mut,PRIME,None,only_rank
0,0.7347612043959635,0.562715159021466,0.03210576015108593,0.5751337999176616,0.11660852502291458,139_15401628862942,icore_mut,PRIME,None,only_rank
0,0.7231370465928062,0.5638930381044431,0.02544769085768143,0.5718402634829148,0.06941909575895022,140_678237759143,icore_mut,PRIME,None,only_rank
0,0.6163576077612674,0.5207378633246508,0.021798365122615803,0.5524907369287773,0.0531909856506419,141_16541546633600,icore_mut,PRIME,None,only_rank
0,0.5665498116366681,0.5091262585093961,0.0224609375,0.5808974886784685,0.0226267631829615,142_2771266631531,icore_mut,PRIME,None,only_rank
0,0.620041326341644,0.5435634838475357,0.023299161230195712,0.5611362700699877,0.03470616534567656,143_5901884416145,icore_mut,PRIME,None,only_rank
0,0.6183509847087523,0.5864113636861834,0.015209125475285171,0.568546727048168,0.07741375792623714,144_13831826639452,icore_mut,PRIME,None,only_rank
0,0.7310076435495898,0.623160249617332,0.032527881040892194,0.5673116508851379,0.17809841469944412,145_20851614422281,icore_mut,PRIME,None,only_rank
0,0.6633117816091954,0.5800060496067756,0.01971830985915493,0.5668999588307946,0.045142659054637546,146_7661952223851,icore_mut,PRIME,None,only_rank
0,0.6736806424697539,0.5245907713589355,0.02203856749311295,0.5582544256895842,0.02456878474446155,147_726843342255,icore_mut,PRIME,None,only_rank
0,0.7128085472184698,0.5577409075925722,0.026948989412897015,0.5813091807328119,0.06536002940163031,148_191090067120,icore_mut,PRIME,None,only_rank
0,0.6166472545757072,0.5613713985462825,0.014598540145985401,0.5516673528200906,0.06450993889132112,149_29961166497,icore_mut,PRIME,None,only_rank
0,0.7265461763476808,0.5786260120282598,0.027958993476234855,0.5681350349938247,0.12169641562134267,150_12522041174648,icore_mut,PRIME,None,only_rank
0,0.6968236148715579,0.5586635478612665,0.027777777777777776,0.5924248662000824,0.13575905172512437,151_17542186617069,icore_mut,PRIME,None,only_rank
0,0.5972184698514063,0.5545415177388393,0.019880715705765408,0.5883079456566488,0.03254576064047472,152_732663349390,icore_mut,PRIME,None,only_rank
0,0.6170907185058129,0.5175438596491229,0.027497708524289642,0.5574310415808975,0.052967489922712094,153_21431719980923,icore_mut,PRIME,None,only_rank
0,0.6873008043709212,0.5811866135212063,0.0226628895184136,0.5701934952655414,0.07583210107376545,154_9571304401951,icore_mut,PRIME,None,only_rank
0,0.5917035373880121,0.5258882860588704,0.01981132075471698,0.5652531906134212,0.07528393872569407,155_377224470010,icore_mut,PRIME,None,only_rank
0,0.6838487147475911,0.5364852638655122,0.01833976833976834,0.5784273363524084,0.024606897204576192,156_14421108883999,icore_mut,PRIME,None,only_rank
0,0.6837518251981644,0.5344166501987133,0.0234375,0.5850144092219021,0.025878009656689047,157_9941151135482,icore_mut,PRIME,None,only_rank
0,0.6209934913422571,0.4843488433720923,0.021435228331780055,0.5631947303417044,0.01942885978639,158_17421723320209,icore_mut,PRIME,None,only_rank
0,0.6279090101966693,0.5247241971592059,0.019267822736030827,0.5763688760806917,0.023450232238910077,159_1547386665774,icore_mut,PRIME,None,only_rank
0,0.7261898356157013,0.5865612401959188,0.02376425855513308,0.5747221078633182,0.10251102792019051,160_19601992201633,icore_mut,PRIME,None,only_rank
0,0.626986368660199,0.5394171293393745,0.02093244529019981,0.5714285714285714,0.057059163543764446,161_9071668817605,icore_mut,PRIME,None,only_rank
0,0.6502658045977011,0.5708182093163945,0.01764705882352941,0.5829559489501852,0.06411680744623495,162_23792307751318,icore_mut,PRIME,None,only_rank
0,0.6387733887733887,0.5639566692198271,0.013579049466537343,0.5771922601893783,0.06520246162361332,163_1421265573697,icore_mut,PRIME,None,only_rank
0,0.6321257521797863,0.5378982270855821,0.01990521327014218,0.5689584191025113,0.02815216642812314,164_21682098844172,icore_mut,PRIME,None,only_rank
0,0.6629975605402512,0.5875856864151215,0.01832208293153327,0.5771922601893783,0.06635608739527794,165_1984911194169,icore_mut,PRIME,None,only_rank
0,0.6762479201331114,0.5953848848410543,0.016252390057361378,0.5730753396459448,0.03803713339298954,166_5739938471,icore_mut,PRIME,None,only_rank
0,0.6650603362559884,0.5400683644390738,0.026188166828322017,0.5825442568958419,0.056833069309746534,167_180287726908,icore_mut,PRIME,None,only_rank
0,0.6290726817042607,0.5527791910854831,0.02185792349726776,0.553314121037464,0.058111211664793216,168_17491800060403,icore_mut,PRIME,None,only_rank
0,0.5490000817093599,0.5044219815379851,0.018709073900841908,0.5594895018526143,0.02287070161931789,169_1585251178006,icore_mut,PRIME,None,only_rank
0,0.6624556737588652,0.5177222624772193,0.021256038647342997,0.5788390284067517,0.05516927409856269,170_20872015523073,icore_mut,PRIME,None,only_rank
0,0.6615168874567371,0.5040357786697319,0.0222007722007722,0.5780156442980651,0.024968262675447675,171_13281677757820,icore_mut,PRIME,None,only_rank
0,0.6807276161208745,0.5343202912688424,0.017408123791102514,0.5784273363524084,0.023246250349182738,172_794764481274,icore_mut,PRIME,None,only_rank
0,0.6647511636233441,0.5353169892148919,0.02634054562558796,0.5710168793742281,0.08184582852521254,173_2277896692416,icore_mut,PRIME,None,only_rank
0,0.6272467931454107,0.5500848896434635,0.025763358778625955,0.5734870317002881,0.08033674222231495,174_23491208840134,icore_mut,PRIME,None,only_rank
0,0.5944652517686225,0.4843137766950107,0.016304347826086956,0.5496088925483739,0.014463647873491218,175_2761671141095,icore_mut,PRIME,None,only_rank
0,0.665284730913642,0.6079323386689502,0.01935483870967742,0.5574310415808975,0.05410066698819087,176_17811970051562,icore_mut,PRIME,None,only_rank
0,0.6338074712643678,0.5434059286146401,0.018645731108930325,0.5841910251132153,0.02590303278094516,177_2252577759007,icore_mut,PRIME,None,only_rank
0,0.6096561336478294,0.5210176457733351,0.02586206896551724,0.5747221078633182,0.05181191950021645,178_1821229945044,icore_mut,PRIME,None,only_rank
0,0.6670391747513201,0.5852750505762133,0.021335807050092765,0.5611362700699877,0.12452172731927848,179_1433113322921,icore_mut,PRIME,None,only_rank
0,0.6216162882481311,0.5751253045554406,0.021897810218978103,0.5537258130918074,0.1412056308313241,180_10351266612882,icore_mut,PRIME,None,only_rank
0,0.7118849618849619,0.6043513148776307,0.016682113067655237,0.5607245780156443,0.08330910327421065,181_2531932299811,icore_mut,PRIME,None,only_rank
0,0.6021539104976997,0.5302675893325733,0.02155576382380506,0.5640181144503911,0.028059808257828642,182_1341134491762,icore_mut,PRIME,None,only_rank
0,0.6636355340008344,0.5387943811343127,0.021133525456292025,0.5763688760806917,0.0281411722893579,183_23411008895583,icore_mut,PRIME,None,only_rank
0,0.6215907905715478,0.5258464528028457,0.01794145420207743,0.5664882667764513,0.053905218121139006,184_1454399990879,icore_mut,PRIME,None,only_rank
0,0.6088256355173648,0.5386775208698438,0.019138755980861243,0.5718402634829148,0.05496056679096795,185_12801476654187,icore_mut,PRIME,None,only_rank
0,0.6154639044872767,0.5494284732928086,0.018656716417910446,0.561547962124331,0.057985546456587496,186_1404456682526,icore_mut,PRIME,None,only_rank
0,0.6126409104361161,0.5525629025886031,0.017641597028783658,0.5594895018526143,0.08817629362460233,187_1310367730486,icore_mut,PRIME,None,only_rank
0,0.5603617540310586,0.500677975655507,0.013282732447817837,0.5660765747221078,0.014571366405500566,188_1810958823326,icore_mut,PRIME,None,only_rank
0,0.5953448275862069,0.5025710828796128,0.01446480231436837,0.5734870317002881,0.0494904459012373,189_23681732269127,icore_mut,PRIME,None,only_rank
0,0.7365406045410224,0.6281002338692532,0.02815533980582524,0.5850144092219021,0.18934717406537083,190_5901503309087,icore_mut,PRIME,None,only_rank
0,0.6867639613462766,0.5373868535169397,0.029356060606060608,0.5751337999176616,0.06162800790296527,191_31552202913,icore_mut,PRIME,None,only_rank
