auc,prauc,AP,auc_01,f1,accuracy,precision,recall,trainset,model
0.6706801492716986,0.31164955999424077,0.3154746720635764,0.5404459143525119,0.0,0.8031358885017421,0.0,0.0,cedar_hp_rank_low,RF
0.639069264069264,0.2900614169062259,0.29392535998463987,0.5347235784265859,0.0,0.8048780487804879,0.0,0.0,cedar_hp_rank_low,RF
0.6475409836065573,0.31344217175785327,0.3162029221990626,0.5329825302015329,0.0,0.7970383275261324,0.0,0.0,cedar_hp_rank_low,RF
0.6546426962732704,0.3070351079767689,0.31067909123200843,0.5491248824740206,0.0,0.8101045296167247,0.0,0.0,cedar_hp_rank_low,RF
0.6387117346938775,0.2698472223172857,0.27268352496156867,0.5341764525359016,0.0,0.8292682926829268,0.0,0.0,cedar_hp_rank_low,RF
0.6587984550421262,0.30245241322615557,0.30611489318958607,0.5416210682201913,0.0,0.8127177700348432,0.0,0.0,cedar_hp_rank_low,RF
0.6128261266192301,0.23593170786583495,0.23863153080230984,0.516868251636206,0.0,0.8222996515679443,0.0,0.0,cedar_hp_rank_low,RF
0.6962983158508995,0.364952899497095,0.36681536782174257,0.5536384332093992,0.0,0.8022648083623694,0.0,0.0,cedar_hp_rank_low,RF
0.6353219755529446,0.2919595686365357,0.2945409278891302,0.5436979995595321,0.0,0.8205574912891986,0.0,0.0,cedar_hp_rank_low,RF
0.6697467672413793,0.31335653953520076,0.3173206605690057,0.5433612440191388,0.0,0.8074912891986062,0.0,0.0,cedar_hp_rank_low,RF
0.6491644857095381,0.27057747528716686,0.27398149026706203,0.5355982491123122,0.0,0.8222996515679443,0.0,0.0,cedar_hp_rank_low,RF
0.6851717464925011,0.3187001418296141,0.32283021446885013,0.5500566546991572,0.0,0.8144599303135889,0.0,0.0,cedar_hp_rank_low,RF
0.6579028562468704,0.3007491311261485,0.30357089149499183,0.5446664428727999,0.0,0.8162020905923345,0.0,0.0,cedar_hp_rank_low,RF
0.6396694501230035,0.28927111792977794,0.29351197677658886,0.5411817023936092,0.0,0.8109756097560976,0.0,0.0,cedar_hp_rank_low,RF
0.6631316606196203,0.31231998336391553,0.31543993774380424,0.5438936900825919,0.0,0.8109756097560976,0.0,0.0,cedar_hp_rank_low,RF
0.626563887733781,0.2794443447019759,0.2819766591656683,0.5391862582421338,0.0,0.8196864111498258,0.0,0.0,cedar_hp_rank_low,RF
0.6521577380952381,0.3012673283763665,0.30513577472467057,0.5378818393386062,0.0,0.8048780487804879,0.0,0.0,cedar_hp_rank_low,RF
0.6570338566588211,0.2841628652215782,0.2884140343477429,0.53638797871486,0.0,0.8214285714285714,0.0,0.0,cedar_hp_rank_low,RF
0.6353035151410791,0.32157391112031997,0.3235955328036653,0.5455297256759543,0.0,0.8022648083623694,0.0,0.0,cedar_hp_rank_low,RF
0.6559199121109498,0.2896828304166911,0.2925209231476728,0.5339726614552831,0.0,0.8153310104529616,0.0,0.0,cedar_hp_rank_low,RF
0.6399656323320446,0.3125165865730902,0.3150547608213424,0.5363445791041498,0.0,0.7987804878048781,0.0,0.0,cedar_hp_rank_low,RF
0.6501950045639366,0.31059653326228487,0.31321139408430865,0.5409191020721275,0.0,0.8074912891986062,0.0,0.0,cedar_hp_rank_low,RF
0.6454454787234042,0.2847126616584975,0.28719365142989817,0.5331477732793523,0.0,0.818815331010453,0.0,0.0,cedar_hp_rank_low,RF
0.6669538133722381,0.3229795323667539,0.32490163304016584,0.5351380678482915,0.0,0.8031358885017421,0.0,0.0,cedar_hp_rank_low,RF
0.6657179105825108,0.30759650560830454,0.311548925486136,0.533585640262804,0.0,0.8005226480836237,0.0,0.0,cedar_hp_rank_low,RF
0.6270071537176899,0.27118592896362304,0.2734267456316777,0.5237799126545895,0.0,0.8127177700348432,0.0,0.0,cedar_hp_rank_low,RF
0.6535355904814034,0.269867104125503,0.27352631870438116,0.5367866848292049,0.0,0.8222996515679443,0.0,0.0,cedar_hp_rank_low,RF
0.6613565013511365,0.3207381332963657,0.32316776258278124,0.5507732433133382,0.0,0.8118466898954704,0.0,0.0,cedar_hp_rank_low,RF
0.6636006639020027,0.3299594383243714,0.33237901880056336,0.5477425645216227,0.0,0.8022648083623694,0.0,0.0,cedar_hp_rank_low,RF
0.6364771760977118,0.30372011940995325,0.30616966233852794,0.5378513247404225,0.0,0.8048780487804879,0.0,0.0,cedar_hp_rank_low,RF
0.67859823090316,0.3217309802983531,0.3239997349099981,0.544775655643341,0.0,0.813588850174216,0.0,0.0,cedar_hp_rank_low,RF
0.6230799373040752,0.28445791931428116,0.2865701309936731,0.5259651872628279,0.0,0.8083623693379791,0.0,0.0,cedar_hp_rank_low,RF
0.6592189432591218,0.31033984706204154,0.3138708732865657,0.544447563714481,0.0,0.8048780487804879,0.0,0.0,cedar_hp_rank_low,RF
0.666129396701062,0.3162403572120511,0.31847991232568396,0.5440737114307951,0.0,0.8144599303135889,0.0,0.0,cedar_hp_rank_low,RF
0.6680353896497395,0.3272582333382999,0.3293342591452231,0.5432005052019213,0.0,0.8057491289198606,0.0,0.0,cedar_hp_rank_low,RF
0.6393849128171182,0.2771653749136538,0.2796881174418805,0.539577718587632,0.0,0.8249128919860628,0.0,0.0,cedar_hp_rank_low,RF
0.63408144073718,0.24574975930120993,0.2484809949442592,0.5172943153957329,0.0,0.8249128919860628,0.0,0.0,cedar_hp_rank_low,RF
0.637979762480048,0.3047606597855942,0.3075627717910914,0.5489576934766149,0.0,0.8074912891986062,0.0,0.0,cedar_hp_rank_low,RF
0.6593141945773524,0.2911592022364969,0.2939434199789219,0.545258680992753,0.0,0.8275261324041812,0.0,0.0,cedar_hp_rank_low,RF
0.649263884658341,0.28572756161712715,0.2898053779991141,0.5383608274417386,0.0,0.8170731707317073,0.0,0.0,cedar_hp_rank_low,RF
0.6596998928188639,0.3119205241609109,0.31422479831163386,0.5484774899935849,0.0,0.8127177700348432,0.0,0.0,cedar_hp_rank_low,RF
0.6344116969836519,0.269613622701082,0.2738006007415224,0.5351316037356489,0.0,0.8240418118466899,0.0,0.0,cedar_hp_rank_low,RF
0.6502120943079805,0.29508053653767974,0.29772328505148493,0.5391037522780019,0.0,0.8101045296167247,0.0,0.0,cedar_hp_rank_low,RF
0.6412465860226626,0.2958117740232434,0.2996595091122648,0.5336221855849284,0.0,0.8013937282229965,0.0,0.0,cedar_hp_rank_low,RF
0.6619405760989752,0.301843535577022,0.30491284461261037,0.5494196610194947,0.0,0.8179442508710801,0.0,0.0,cedar_hp_rank_low,RF
0.6552329239588918,0.3280644981727983,0.3304182209736005,0.5454484128103578,0.0,0.7952961672473867,0.0,0.0,cedar_hp_rank_low,RF
0.6513756510838791,0.28501320554592224,0.2880946892754421,0.5441076269094574,0.0,0.8310104529616724,0.0,0.0,cedar_hp_rank_low,RF
0.6429536940485845,0.2531162359320805,0.25604767319018035,0.5286007859412173,0.0,0.8353658536585366,0.0,0.0,cedar_hp_rank_low,RF
0.6546847698574944,0.3069015327340268,0.3097994538092078,0.543362234281869,0.0,0.8109756097560976,0.0,0.0,cedar_hp_rank_low,RF
0.628942595514399,0.2859387072152756,0.28859200282481606,0.5395710178760229,0.0,0.8092334494773519,0.0,0.0,cedar_hp_rank_low,RF
0.6352206273258904,0.2601199856606929,0.2625439961336802,0.5290578919387784,0.0,0.8275261324041812,0.0,0.0,cedar_hp_rank_low,RF
0.614082647984567,0.2755057315240996,0.27949274660963497,0.5377035338880249,0.0,0.8162020905923345,0.0,0.0,cedar_hp_rank_low,RF
0.6511448176236909,0.29717443929047105,0.30132102611421063,0.5310080908301813,0.0,0.8031358885017421,0.0,0.0,cedar_hp_rank_low,RF
0.6469998744060452,0.26608339060460223,0.2685022187142177,0.5263455354103341,0.0,0.8240418118466899,0.0,0.0,cedar_hp_rank_low,RF
0.6316059739312383,0.2933219236596516,0.2962343915072357,0.5374770021631353,0.0,0.8031358885017421,0.0,0.0,cedar_hp_rank_low,RF
0.6376876059698993,0.28810375052239756,0.2906288666258291,0.5434604659976402,0.0,0.8240418118466899,0.0,0.0,cedar_hp_rank_low,RF
0.671441603461308,0.28796084685864376,0.2909696880761045,0.5429460350383347,0.0,0.823170731707317,0.0,0.0,cedar_hp_rank_low,RF
