learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda,score_avg_valid_auc,score_avg_train_auc,score_avg_valid_auc_01,score_avg_train_auc_01,score_avg_valid_f1score,score_avg_train_f1score,score_test_auc,score_test_auc_01,score_test_f1
0.12,3.0,200,1e-09,1e-09,0.6835424283047593,0.8505536003969303,0.558379687452849,0.6933434149617579,0.21751780212430483,0.38477385470440983,0.6635001790801525,0.5353652603873839,0.1510574018126888
0.12,3.0,200,1e-09,4.6415888336127725e-07,0.6835424283047593,0.8505535046902553,0.558379687452849,0.6933434149617579,0.21751780212430483,0.38477385470440983,0.6635001790801525,0.5353652603873839,0.1510574018126888
0.12,3.0,200,1e-09,0.00021544346900318823,0.6831374747280383,0.8507634627336522,0.5580101413376,0.6939957954898943,0.21328574428618102,0.38649280486379256,0.6638944840027207,0.5354050367611517,0.15060240963855423
0.12,3.0,200,1e-09,0.1,0.6893637979844618,0.8489461621117479,0.5581944361839976,0.6893580797424061,0.20395507575489236,0.38345904676308473,0.6640982082127144,0.5362247759422807,0.16470588235294117
0.12,3.0,200,4.6415888336127725e-07,1e-09,0.6835424283047593,0.8505535046902553,0.558379687452849,0.6933434149617579,0.21751780212430483,0.38477385470440983,0.6635001790801525,0.5353652603873839,0.1510574018126888
0.12,3.0,200,4.6415888336127725e-07,4.6415888336127725e-07,0.6835424283047593,0.8505536003969303,0.558379687452849,0.6933434149617579,0.21751780212430483,0.38477385470440983,0.6635001790801525,0.5353652603873839,0.1510574018126888
0.12,3.0,200,4.6415888336127725e-07,0.00021544346900318823,0.6831374747280383,0.8507633175578443,0.5580101413376,0.6939957954898943,0.21328574428618102,0.38649280486379256,0.6638944840027207,0.5354050367611517,0.15060240963855423
0.12,3.0,200,4.6415888336127725e-07,0.1,0.6893637979844618,0.8489461621117479,0.5581944361839976,0.6893580797424061,0.20395507575489236,0.38345904676308473,0.6640982082127144,0.5362247759422807,0.16470588235294117
0.12,3.0,200,0.00021544346900318823,1e-09,0.6836774726334032,0.8510754703951037,0.5581601560861804,0.6943538218145019,0.20878086592250777,0.38436308981462686,0.6631124459062935,0.5350695316954576,0.15015015015015018
0.12,3.0,200,0.00021544346900318823,4.6415888336127725e-07,0.6836774726334032,0.8510754703951037,0.5581601560861804,0.6943538218145019,0.20878086592250777,0.38436308981462686,0.6631124459062935,0.5350695316954576,0.15015015015015018
0.12,3.0,200,0.00021544346900318823,0.00021544346900318823,0.6843884998931172,0.8507432640028594,0.5576765525279532,0.6936988741209266,0.21146998600714895,0.38134241393902785,0.6632241656343545,0.5349138850154964,0.1510574018126888
0.12,3.0,200,0.00021544346900318823,0.1,0.6896135311163181,0.8489278240253516,0.5582143969057562,0.689217925903574,0.2022917357681991,0.3805789300658706,0.6644497967686711,0.5360466469641029,0.16470588235294117
0.12,3.0,200,0.1,1e-09,0.6868107346946173,0.8506026247834824,0.5562788304670799,0.6925438433607375,0.20763720366430355,0.37999853417201634,0.6644333673968974,0.536340646248474,0.15339233038348082
0.12,3.0,200,0.1,4.6415888336127725e-07,0.6868107346946173,0.8506026247834824,0.5562788304670799,0.6925438433607375,0.20763720366430355,0.37999853417201634,0.6644333673968974,0.536340646248474,0.15339233038348082
0.12,3.0,200,0.1,0.00021544346900318823,0.686813159530995,0.850599886038008,0.5562830547815583,0.6925408345098227,0.20763720366430355,0.37999853417201634,0.6644333673968974,0.536340646248474,0.15339233038348082
0.12,3.0,200,0.1,0.1,0.687334267279686,0.8480815275997079,0.559437502332611,0.6904881559186693,0.2101529557760357,0.3785882805439832,0.6656261397876668,0.5374284436006472,0.1741741741741742
0.12,3.0,250,1e-09,1e-09,0.6806569876736408,0.8632646581310672,0.5561939452671281,0.7064540652359248,0.21866659524917365,0.4167867464158199,0.6630500142935534,0.534533415353369,0.1543026706231454
0.12,3.0,250,1e-09,4.6415888336127725e-07,0.6806577902933917,0.8632646581310672,0.5561939452671281,0.7064540652359248,0.21866659524917365,0.4167867464158199,0.6630500142935534,0.534533415353369,0.1543026706231454
0.12,3.0,250,1e-09,0.00021544346900318823,0.6801745226483425,0.8636784099691462,0.5560252584980515,0.7073639584978159,0.21696768066682348,0.41960522717094756,0.6623599806790588,0.5350643434727922,0.15476190476190477
0.12,3.0,250,1e-09,0.1,0.6868798733462589,0.861715363101027,0.5563175465573494,0.7031861113290752,0.20607644155417362,0.4107816534020041,0.6635297519493449,0.5349917083554769,0.1729106628242075
0.12,3.0,250,4.6415888336127725e-07,1e-09,0.6806577902933917,0.8632646581310672,0.5561939452671281,0.7064540652359248,0.21866659524917365,0.4167867464158199,0.6630500142935534,0.534533415353369,0.1543026706231454
0.12,3.0,250,4.6415888336127725e-07,4.6415888336127725e-07,0.6806577902933917,0.8632646581310672,0.5561939452671281,0.7064540652359248,0.21866659524917365,0.4167867464158199,0.6630500142935534,0.534533415353369,0.1543026706231454
0.12,3.0,250,4.6415888336127725e-07,0.00021544346900318823,0.6801745226483425,0.8636784099691462,0.5560252584980515,0.7073639584978159,0.21696768066682348,0.41960522717094756,0.6623599806790588,0.5350643434727922,0.15476190476190477
0.12,3.0,250,4.6415888336127725e-07,0.1,0.6868798733462589,0.861715363101027,0.5563175465573494,0.7031861113290752,0.20607644155417362,0.4107816534020041,0.6635297519493449,0.5349917083554769,0.1729106628242075
0.12,3.0,250,0.00021544346900318823,1e-09,0.6812920487111845,0.8635240426093311,0.5554162787003654,0.7077664883349729,0.21163761752106275,0.4169583737381315,0.6622679761971262,0.534936367313713,0.15294117647058822
0.12,3.0,250,0.00021544346900318823,4.6415888336127725e-07,0.6812920487111845,0.8635240426093311,0.5554162787003654,0.7077664883349729,0.21163761752106275,0.4169583737381315,0.6622679761971262,0.534936367313713,0.15294117647058822
0.12,3.0,250,0.00021544346900318823,0.00021544346900318823,0.6813028677070556,0.8631530657154635,0.5558917066439296,0.706397576988917,0.21166102974310128,0.4125668073825252,0.661522082718601,0.5337396172855668,0.15384615384615383
0.12,3.0,250,0.00021544346900318823,0.1,0.6856972233789695,0.8608461961006776,0.5556233525899456,0.7034305495074191,0.20513941685380135,0.4109490109930076,0.6646042328633437,0.5350539670274614,0.16714697406340057
0.12,3.0,250,0.1,1e-09,0.6826130075359053,0.8638790213774197,0.5541669409409437,0.7072459458538873,0.21734457023408865,0.4132566754060702,0.6631814492677429,0.5363510226938047,0.1657142857142857
0.12,3.0,250,0.1,4.6415888336127725e-07,0.6826130075359053,0.8638790213774197,0.5541669409409437,0.7072459458538873,0.21734457023408865,0.4132566754060702,0.6631814492677429,0.5363510226938047,0.1657142857142857
0.12,3.0,250,0.1,0.00021544346900318823,0.682611273862772,0.863876469014505,0.5541669409409437,0.7072429542375622,0.21734457023408865,0.4132566754060702,0.6631781633933881,0.5363510226938047,0.1657142857142857
0.12,3.0,250,0.1,0.1,0.6842736334626485,0.8599621358259786,0.5565504338314967,0.7030562852856281,0.21786727326760663,0.4094558632074564,0.663703903290146,0.5391751452313229,0.17008797653958946
0.12,7.0,200,1e-09,1e-09,0.6566979184241364,0.9922275426454057,0.5427201222984441,0.9649501931808929,0.2580924340562191,0.8537050277198972,0.6520160482103485,0.5379282423840782,0.22670025188916876
0.12,7.0,200,1e-09,4.6415888336127725e-07,0.6566979184241364,0.9922275426454057,0.5427201222984441,0.9649501931808929,0.2580924340562191,0.8537050277198972,0.6520160482103485,0.5379282423840782,0.22670025188916876
0.12,7.0,200,1e-09,0.00021544346900318823,0.653009078594341,0.9938750630070681,0.5396984991142956,0.9710066505647963,0.24337707343837614,0.8730374405020129,0.6554300716649196,0.5404860361581073,0.23157894736842105
0.12,7.0,200,1e-09,0.1,0.6559758519592618,0.9929368908429436,0.5403153107553188,0.9669160731817714,0.2471205827402505,0.8583515137481692,0.65355712328272,0.5368006686581371,0.21025641025641026
0.12,7.0,200,4.6415888336127725e-07,1e-09,0.6566979184241364,0.9922275426454057,0.5427201222984441,0.9649501931808929,0.2580924340562191,0.8537050277198972,0.6520160482103485,0.5379282423840782,0.22670025188916876
0.12,7.0,200,4.6415888336127725e-07,4.6415888336127725e-07,0.6566979184241364,0.9922275426454057,0.5427201222984441,0.9649501931808929,0.2580924340562191,0.8537050277198972,0.6520160482103485,0.5379282423840782,0.22670025188916876
0.12,7.0,200,4.6415888336127725e-07,0.00021544346900318823,0.653009078594341,0.9938750630070681,0.5396984991142956,0.9710066505647963,0.24337707343837614,0.8730374405020129,0.6554300716649196,0.5404860361581073,0.23157894736842105
0.12,7.0,200,4.6415888336127725e-07,0.1,0.6559758519592618,0.9929368908429436,0.5403153107553188,0.9669160731817714,0.2471205827402505,0.8583515137481692,0.65355712328272,0.5368006686581371,0.21025641025641026
0.12,7.0,200,0.00021544346900318823,1e-09,0.6581103462522353,0.9920434997861676,0.5436982781396165,0.9627197132870843,0.2605227102264634,0.8547973113583406,0.651830396309306,0.5401972250964016,0.2102425876010782
0.12,7.0,200,0.00021544346900318823,4.6415888336127725e-07,0.6581103462522353,0.9920434997861676,0.5436982781396165,0.9627197132870843,0.2605227102264634,0.8547973113583406,0.6518320392464834,0.5401972250964016,0.2102425876010782
