learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda,score_avg_valid_auc,score_avg_train_auc,score_avg_valid_auc_01,score_avg_train_auc_01,score_avg_valid_f1score,score_avg_train_f1score,score_test_auc,score_test_auc_01,score_test_f1
0.12,3.0,200,1e-09,1e-09,0.6561445754660797,0.9236652515640811,0.5467774593543564,0.8010558159540824,0.19718237924100457,0.49551364265363973,0.6724445902595508,0.5576953399166412,0.15873015873015875
0.12,3.0,200,1e-09,4.6415888336127725e-07,0.6561445754660797,0.9236652515640811,0.5467774593543564,0.8010558159540824,0.19718237924100457,0.49551364265363973,0.6724445902595508,0.5576953399166412,0.15873015873015875
0.12,3.0,200,1e-09,0.00021544346900318823,0.6566360089267317,0.9234658817877398,0.5464538768653229,0.800470177742062,0.2027379347965601,0.49866200701637065,0.6713377210424455,0.5580668544821052,0.15286624203821655
0.12,3.0,200,1e-09,0.1,0.6584227508407952,0.9229116493830896,0.5525449108177385,0.8000335778018988,0.187677509394455,0.4842879015828469,0.6720999363715898,0.5595075635481769,0.1423948220064725
0.12,3.0,200,4.6415888336127725e-07,1e-09,0.6561445754660797,0.9236652515640811,0.5467774593543564,0.8010558159540824,0.19718237924100457,0.49551364265363973,0.6724445902595508,0.5576953399166412,0.15873015873015875
0.12,3.0,200,4.6415888336127725e-07,4.6415888336127725e-07,0.6561445754660797,0.9236652998123598,0.5467774593543564,0.8010558159540824,0.19718237924100457,0.49551364265363973,0.6724445902595508,0.5576953399166412,0.15873015873015875
0.12,3.0,200,4.6415888336127725e-07,0.00021544346900318823,0.6566360089267317,0.9234659300360185,0.5464538768653229,0.800470177742062,0.2027379347965601,0.49866200701637065,0.6713377210424455,0.5580668544821052,0.15286624203821655
0.12,3.0,200,4.6415888336127725e-07,0.1,0.6584227508407952,0.9229116033132521,0.5525449108177385,0.8000335778018988,0.187677509394455,0.4842879015828469,0.6720999363715898,0.5595075635481769,0.1423948220064725
0.12,3.0,200,0.00021544346900318823,1e-09,0.6580687332110504,0.923729834550205,0.5462882860919196,0.8014593849430146,0.20494831449740186,0.4985403489807666,0.6728853495585779,0.5581715064723768,0.14696485623003197
0.12,3.0,200,0.00021544346900318823,4.6415888336127725e-07,0.6580687332110504,0.923729834550205,0.5462882860919196,0.8014593849430146,0.20494831449740186,0.4985403489807666,0.6728853495585779,0.5581715064723768,0.14696485623003197
0.12,3.0,200,0.00021544346900318823,0.00021544346900318823,0.6585022256619738,0.9238746932380979,0.5463192883885191,0.8015918622602134,0.20180366040935155,0.4985403489807666,0.6724876719955459,0.5569401013868481,0.14696485623003197
0.12,3.0,200,0.00021544346900318823,0.1,0.6583831800161392,0.9243243287434435,0.5526618522148794,0.8017659825763102,0.19258094316175275,0.49429943940125065,0.6694023569023568,0.5583808104529199,0.14420062695924768
0.12,3.0,200,0.1,1e-09,0.6533199011419675,0.9234706393095959,0.5471164934642907,0.8021968185360733,0.1787820751755797,0.4999615752526947,0.675334380550916,0.5621639799012365,0.14790996784565916
0.12,3.0,200,0.1,4.6415888336127725e-07,0.6533199011419675,0.9234706393095959,0.5471164934642907,0.8021968185360732,0.1787820751755797,0.4999615752526947,0.675334380550916,0.5621639799012365,0.14790996784565916
0.12,3.0,200,0.1,0.00021544346900318823,0.6553374091469378,0.9238104254441777,0.5478540857865513,0.8021974669786895,0.18677841653759086,0.49448272441821023,0.6737502982581722,0.5636291077650382,0.15286624203821655
0.12,3.0,200,0.1,0.1,0.6521248745748559,0.9232391980299433,0.547433877820513,0.8028042404166462,0.1767085537918871,0.49573232548588086,0.6727063946552136,0.5596645415335842,0.15335463258785942
0.12,3.0,250,1e-09,1e-09,0.6518314150951114,0.9417510323483541,0.5457381829901993,0.8345046342474143,0.19905810474482444,0.556940524420048,0.6689615976033298,0.5563941668375982,0.1464968152866242
0.12,3.0,250,1e-09,4.6415888336127725e-07,0.6518314150951114,0.9417510323483541,0.5457381829901993,0.8345046342474143,0.19905810474482444,0.556940524420048,0.6689615976033298,0.5563941668375982,0.1464968152866242
0.12,3.0,250,1e-09,0.00021544346900318823,0.6527300569316318,0.941811634953554,0.5461447736300361,0.8343014747450284,0.20866801537095225,0.5650803833831889,0.6657072695458524,0.5545226404115754,0.14556962025316456
0.12,3.0,250,1e-09,0.1,0.6549019450348073,0.9395942661601515,0.5493855485803893,0.8304741121652871,0.19923979558344848,0.5502536723523854,0.6712051618547682,0.5577459217119392,0.1370716510903427
0.12,3.0,250,4.6415888336127725e-07,1e-09,0.6518314150951114,0.9417510323483541,0.5457381829901993,0.8345046342474143,0.19905810474482444,0.556940524420048,0.6689615976033298,0.5563941668375982,0.1464968152866242
0.12,3.0,250,4.6415888336127725e-07,4.6415888336127725e-07,0.6518314150951114,0.9417510323483541,0.5457381829901993,0.8345046342474143,0.19905810474482444,0.556940524420048,0.6689615976033298,0.5563941668375982,0.1464968152866242
0.12,3.0,250,4.6415888336127725e-07,0.00021544346900318823,0.6527300569316318,0.941811634953554,0.5461447736300361,0.8343014747450284,0.20866801537095225,0.5650803833831889,0.6657072695458524,0.5545226404115754,0.14556962025316456
0.12,3.0,250,4.6415888336127725e-07,0.1,0.6549019450348073,0.9395942661601515,0.5493855485803893,0.8304741121652871,0.19923979558344848,0.5502536723523854,0.6712051618547682,0.5577459217119392,0.1370716510903427
0.12,3.0,250,0.00021544346900318823,1e-09,0.6528855767519702,0.9419484674321021,0.545440222591878,0.8350383891913467,0.20798313432330778,0.5608184901798434,0.6679309499191389,0.5557889294938612,0.14511041009463724
0.12,3.0,250,0.00021544346900318823,4.6415888336127725e-07,0.6528855767519702,0.9419484674321021,0.545440222591878,0.8350383891913467,0.20798313432330778,0.5608184901798434,0.6679309499191389,0.5557889294938612,0.14511041009463724
0.12,3.0,250,0.00021544346900318823,0.00021544346900318823,0.6554591614800254,0.9415756461114216,0.5470561656325034,0.8347420865827948,0.2113535804340402,0.5612738635860365,0.6698033484450807,0.5544755470159531,0.14511041009463724
0.12,3.0,250,0.00021544346900318823,0.1,0.6536741080779515,0.9410583305498608,0.5503235967898259,0.8318496843125973,0.20284031675286796,0.5565004855995451,0.6684578726901562,0.5576308045226405,0.13924050632911392
0.12,3.0,250,0.1,1e-09,0.6506872064196265,0.9420377133340411,0.5458067759629875,0.8333265233504425,0.18906502295198996,0.5614474911641731,0.6742838489885734,0.5600081489016425,0.1518987341772152
0.12,3.0,250,0.1,4.6415888336127725e-07,0.6506872064196265,0.9420377133340411,0.5458067759629875,0.8333265233504425,0.18906502295198996,0.5614474911641731,0.6742838489885734,0.5600081489016425,0.1518987341772152
0.12,3.0,250,0.1,0.00021544346900318823,0.6526713214710331,0.9420631571872962,0.5463008416282302,0.8336874139768841,0.1955099265538851,0.5595723506289085,0.6742374532728864,0.5597116349292064,0.15822784810126583
0.12,3.0,250,0.1,0.1,0.6504046743874361,0.9416879652543394,0.543434413092964,0.8343788671356733,0.18621620635668312,0.5634739177677102,0.6692035181208411,0.5583180192587569,0.15238095238095237
0.12,7.0,200,1e-09,1e-09,0.6441225402436532,0.9999329788072556,0.5361871829613147,0.9996472568802925,0.22475172094074064,0.988221861945434,0.638787812508285,0.5428190594995402,0.1515151515151515
0.12,7.0,200,1e-09,4.6415888336127725e-07,0.6442151746139212,0.9999325109748807,0.5375698817678596,0.999644794604635,0.2294317587814655,0.9882213260915058,0.6449219889180519,0.5452539624731917,0.1580547112462006
0.12,7.0,200,1e-09,0.00021544346900318823,0.6410358014670501,0.9999313831322851,0.538962964741534,0.9996388585909746,0.24032721784905203,0.9879125394095972,0.6493130120098624,0.5447812843171318,0.1712538226299694
0.12,7.0,200,1e-09,0.1,0.6338545696266003,0.9999303979122702,0.5393020784064178,0.9996336732224749,0.22130512807675753,0.9879306557739537,0.6546982290092527,0.5402411321391843,0.18713450292397663
0.12,7.0,200,4.6415888336127725e-07,1e-09,0.6410812719480914,0.9999327023882308,0.535795509616302,0.9996458020433205,0.22017528471873477,0.9880633633630355,0.6408888756329701,0.5456638494350886,0.18507462686567164
0.12,7.0,200,4.6415888336127725e-07,4.6415888336127725e-07,0.6441225402436532,0.9999329788072555,0.5361871829613147,0.9996472568802925,0.22475172094074064,0.988221861945434,0.638787812508285,0.5428190594995402,0.1515151515151515
0.12,7.0,200,4.6415888336127725e-07,0.00021544346900318823,0.6410340677939168,0.9999313831322851,0.538962964741534,0.9996388585909746,0.24032721784905203,0.9879125394095972,0.6493130120098624,0.5447812843171318,0.1712538226299694
0.12,7.0,200,4.6415888336127725e-07,0.1,0.6338545696266003,0.9999303979122702,0.5393020784064178,0.9996336732224749,0.22130512807675753,0.9879306557739537,0.6546982290092527,0.5402411321391843,0.18713450292397663
0.12,7.0,200,0.00021544346900318823,1e-09,0.6405137808511837,0.9999289068004827,0.5386437710314667,0.9996258252656984,0.24040911589612884,0.9880723069040515,0.6489849280203611,0.5426062671193214,0.1661721068249258
0.12,7.0,200,0.00021544346900318823,4.6415888336127725e-07,0.6381933500982611,0.9999287188347977,0.5361354197454917,0.9996248359726196,0.23014009762812634,0.9880757907347735,0.6475234629762189,0.5446993069247524,0.15060240963855423
0.12,7.0,200,0.00021544346900318823,0.00021544346900318823,0.6396499908620681,0.9999333456915888,0.5385026886076824,0.9996491878504675,0.22688609252664083,0.9882539930206552,0.6375682679816538,0.5412719542433592,0.17073170731707316
0.12,7.0,200,0.00021544346900318823,0.1,0.6379659135100229,0.9999311661980672,0.5407124497705142,0.999637716831933,0.23041497337721364,0.988070320254945,0.6493759776240091,0.5412719542433592,0.1574344023323615
