learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda,score_avg_valid_auc,score_avg_train_auc,score_avg_valid_auc_01,score_avg_train_auc_01,score_avg_valid_f1score,score_avg_train_f1score,score_test_auc,score_test_auc_01,score_test_f1
0.12,3.0,200,1e-09,1e-09,0.8474704508193973,0.9632030767676629,0.6642947190246448,0.8658276799325726,0.46580415955611143,0.7336832400239066,0.8483371832827856,0.6605086498912981,0.451923076923077
0.12,3.0,200,1e-09,4.6415888336127725e-07,0.8474704508193973,0.9632030767676629,0.6642947190246448,0.8658276799325726,0.46580415955611143,0.7336832400239066,0.8483371832827856,0.6605086498912981,0.451923076923077
0.12,3.0,200,1e-09,0.00021544346900318823,0.8472720005644068,0.9632720210138332,0.6644607866616209,0.8655091008209653,0.462249284118443,0.7358648104812275,0.8476307202965173,0.6604273677362072,0.4714285714285715
0.12,3.0,200,1e-09,0.1,0.8468282658044064,0.9616480382085502,0.6594773346865903,0.8612552211989386,0.4696531449608762,0.7330819183455388,0.8483404691571403,0.660840696141882,0.45783132530120485
0.12,3.0,200,4.6415888336127725e-07,1e-09,0.8474704508193973,0.9632030767676629,0.6642947190246448,0.8658276799325726,0.46580415955611143,0.7336832400239066,0.8483371832827856,0.6605086498912981,0.451923076923077
0.12,3.0,200,4.6415888336127725e-07,4.6415888336127725e-07,0.8474704508193973,0.9632030767676629,0.6642947190246448,0.8658276799325726,0.46580415955611143,0.7336832400239066,0.8483371832827856,0.6605086498912981,0.451923076923077
0.12,3.0,200,4.6415888336127725e-07,0.00021544346900318823,0.8472720005644068,0.9632720210138332,0.6644607866616209,0.8655091008209653,0.462249284118443,0.7358648104812275,0.8476307202965173,0.6604273677362072,0.4714285714285715
0.12,3.0,200,4.6415888336127725e-07,0.1,0.8468282658044064,0.9616480382085502,0.6594773346865903,0.8612552211989386,0.4696531449608762,0.7330819183455388,0.8483404691571403,0.660840696141882,0.45783132530120485
0.12,3.0,200,0.00021544346900318823,1e-09,0.8472569539656667,0.9628387956040425,0.6619234046047984,0.8645062650946995,0.4547989871805926,0.7310168025803171,0.8480151675960214,0.6608182138436653,0.4604316546762589
0.12,3.0,200,0.00021544346900318823,4.6415888336127725e-07,0.8472569539656667,0.9628387956040425,0.6619234046047984,0.8645062650946995,0.4547989871805926,0.7310168025803171,0.8480151675960214,0.6608182138436653,0.4604316546762589
