auc,prauc,AP,auc_01,f1,accuracy,precision,recall,trainset,model,add_rank
0.669076682316119,0.3085438171730436,0.3123042977738286,0.5392927968168888,0.0,0.804006968641115,0.0,0.0,cedar_hp_rank_low,RF,False
0.6364844233147804,0.28686934025807165,0.28998735432445133,0.5365544543176122,0.0,0.8048780487804879,0.0,0.0,cedar_hp_rank_low,RF,False
0.6462041792724971,0.30212530437309315,0.3049158516257538,0.5297732123173621,0.0,0.7970383275261324,0.0,0.0,cedar_hp_rank_low,RF,False
0.6571968103273326,0.3055575564436692,0.3095413279331802,0.551969734113184,0.0,0.8109756097560976,0.0,0.0,cedar_hp_rank_low,RF,False
0.6334971488595439,0.25323130159220186,0.2574859936548951,0.5323204469757827,0.0,0.8292682926829268,0.0,0.0,cedar_hp_rank_low,RF,False
0.6548560107266506,0.29125872542985454,0.29484744267749813,0.5373552655277851,0.0,0.813588850174216,0.0,0.0,cedar_hp_rank_low,RF,False
0.6131545338441889,0.23244225303174576,0.2347914704428291,0.5123824887890224,0.0,0.823170731707317,0.0,0.0,cedar_hp_rank_low,RF,False
0.6939067380313487,0.3505927909268517,0.35438365888643064,0.5514658735691127,0.0,0.8022648083623694,0.0,0.0,cedar_hp_rank_low,RF,False
0.6276230082658256,0.2745143114998096,0.2775051285601162,0.5379697465790504,0.0,0.8205574912891986,0.0,0.0,cedar_hp_rank_low,RF,False
0.6651327390282131,0.3092896462683758,0.31326990320323805,0.5477695512291701,0.0,0.8083623693379791,0.0,0.0,cedar_hp_rank_low,RF,False
0.6466200357261549,0.26804677562587487,0.2713775627079434,0.5345323678088542,0.0,0.8222996515679443,0.0,0.0,cedar_hp_rank_low,RF,False
0.6780307611675536,0.3112169843592785,0.31496708006713675,0.5470117298568142,0.0,0.8153310104529616,0.0,0.0,cedar_hp_rank_low,RF,False
0.6530573019670523,0.28680711557965965,0.29084832361378987,0.5396217635187424,0.0,0.8162020905923345,0.0,0.0,cedar_hp_rank_low,RF,False
0.6375311220777421,0.27708740861779557,0.28096501743941243,0.5369743439712201,0.0,0.8109756097560976,0.0,0.0,cedar_hp_rank_low,RF,False
0.6608497874046538,0.29898089671879424,0.3025707737055147,0.5402751013217879,0.0,0.8109756097560976,0.0,0.0,cedar_hp_rank_low,RF,False
0.621620025977093,0.273863898411701,0.27788276079625424,0.536619351826408,0.0,0.8196864111498258,0.0,0.0,cedar_hp_rank_low,RF,False
0.6466450216450217,0.2907262718421184,0.2945825037298564,0.5333148211437685,0.0,0.8048780487804879,0.0,0.0,cedar_hp_rank_low,RF,False
