auc,prauc,AP,auc_01,f1,accuracy,precision,recall,trainset,model,encoding,weight
0.6200483273608929,0.3158187305127327,0.3160275053652162,0.5077517860309044,0.0,0.7467102923394267,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6075214210937645,0.3315857505233287,0.3317890660553865,0.5135180032995762,0.0,0.7340545891670203,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6215057019805409,0.3319586360239808,0.33216018753828963,0.5073143428833873,0.0,0.7351630473226286,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.576466083430764,0.31267371533836397,0.3128713694849844,0.505972242453979,0.0,0.7287234042553191,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6170235953841314,0.3611677265328916,0.3613773591012752,0.5159265674211478,0.0,0.712725209249539,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5965110953878218,0.31793904090772207,0.31819921460346107,0.5146799718638441,0.0,0.7430991881397812,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6133065572928209,0.33260864002315416,0.33281062796977284,0.5084523002987181,0.0,0.7305603201829617,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6167407485311855,0.3461211116935152,0.346334170546321,0.514263463998246,0.0,0.72459039648202,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5848226560642961,0.31037492066395933,0.31060355402199413,0.5087210073206614,0.0,0.7379828326180258,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5963848370821914,0.3306781675151732,0.3308770034572126,0.5055915357029765,0.0,0.7228643924443191,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.615782779532613,0.3237024561655024,0.3238923230458066,0.5096069930843757,0.0,0.7419036891016615,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6256280807588256,0.34995318490084426,0.3501551454082914,0.5184714182337004,0.0,0.7311461440136344,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.604852132140675,0.32301711101599373,0.3232051483597024,0.5107024650172874,0.0,0.7338308457711443,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6025426807023024,0.31792103412111905,0.3181435767544737,0.5149287212310222,0.0,0.7438104723961297,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6363574419642809,0.35621982859182644,0.35642651547996607,0.5166106383749053,0.0,0.7291973361373992,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6027382184010697,0.33208450268738376,0.3322593468368921,0.5077878515049774,0.0,0.7213220533409808,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6093472338194081,0.35111120186863826,0.3513155549899559,0.5063827361909532,0.0,0.7104285714285714,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5874851704923156,0.32421708355989015,0.3244485184235177,0.5074960394961175,0.0,0.7238758258151595,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5924147459664468,0.3226418067631279,0.32280996283109487,0.506454267472205,0.0,0.7257195519637034,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6086957407738655,0.3392966460752871,0.33954436893080864,0.5117720491397397,0.0,0.7263276995969168,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6141986429762392,0.3255072589738984,0.32569101038813153,0.505366087439423,0.0,0.7344596058046351,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6144514411229858,0.345841032737882,0.3460437503903963,0.5185323771902148,0.0,0.7295169184932965,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6091664363211243,0.32397387669571476,0.3241482644261971,0.5047082480971311,0.0,0.7322716560736985,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6111487876284543,0.3352559251610487,0.3354568068360779,0.5148544010615518,0.0,0.731953734671126,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6071733190346319,0.334823586853267,0.33501823743098924,0.5091839446589904,0.0,0.7259852657177598,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6031926360444786,0.3349856472767635,0.33518072245875996,0.5068601693059708,0.0,0.7219654412287563,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6051971615490538,0.3253828424884684,0.3255600918462602,0.5097209133808333,0.0,0.7344664644897383,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5884175388271297,0.3013861716245917,0.30156317478465056,0.5013933554865979,0.0,0.7383053221288516,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5989227875513379,0.33858844580595115,0.3387880394166852,0.5078808122227979,0.0,0.718893683242555,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.616973907430909,0.33117528960467885,0.33135761541069836,0.5114312616565492,0.0,0.736229036558838,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6196914440572977,0.3412774408711928,0.3414700119633095,0.5150672073136772,0.0,0.7337025990626331,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6023402892731387,0.3361157760223056,0.33630549489375317,0.5088203921944946,0.0,0.7216193656093489,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6214902726704501,0.3349619132871555,0.33518716830917206,0.5185046132573125,0.0,0.7442462399440364,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6118681351386365,0.33458156696803165,0.3347965747944984,0.5087825910978704,0.0,0.7316934451869757,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5974208480261964,0.31265714997517824,0.31285629250604163,0.5107997540340051,0.0,0.7435041885560131,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5832264353230796,0.3041408642923486,0.30435519004915446,0.5054743793286504,0.0,0.738490778544277,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.594592488992489,0.31405064007966377,0.31423191357972713,0.5048515928515929,0.0,0.7330200768902179,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6001936040982764,0.29830979577392025,0.2985078156009641,0.5075865970051209,0.0,0.7529594137542277,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6000605170971343,0.3039582733789167,0.3041276754265141,0.5044722246890484,0.0,0.7462675956206455,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5864120793736787,0.3111708682558587,0.3113468905366468,0.5029097659677694,0.0,0.7303689017914041,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6081807979218795,0.3360291941515827,0.3362141933270805,0.5090356417581603,0.0,0.7280319794417874,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5888971040230515,0.31323801691497893,0.3134018683987183,0.5021220867907752,0.0,0.728670739414367,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6168006688038549,0.3358620344428215,0.33612315708419305,0.5188484267484125,0.0,0.7403059409462824,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6117928399037988,0.3176002335894781,0.3177912902282588,0.5045095635072225,0.0,0.7395580898075552,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6233238110468216,0.36424878589928006,0.3644708860640939,0.5141020893174406,0.0,0.7130887840597057,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5927782257545038,0.32592582608808335,0.3261331194155671,0.5094477416802166,0.0,0.7280328798185941,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6198172741224148,0.3536729419627006,0.35386744535557546,0.5140711496534554,0.0,0.7197515177184809,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5876550495387192,0.3121722872311028,0.31236932421740105,0.5044313884437494,0.0,0.7310193694330552,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5912590230243993,0.31638365272012026,0.31655495443354914,0.5020828478658246,0.0,0.7250928977073547,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5979226327368453,0.3177473531358274,0.31793558114221054,0.5008026890516338,0.0,0.7277674351997708,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6204904656721393,0.3546120739143127,0.354817573331627,0.5204448100378889,0.0,0.725296583078781,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6247469241714094,0.3351190255329667,0.33534156151970584,0.51275428171198,0.0,0.735084213531259,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.628011538326265,0.33831998099662675,0.3385303427616746,0.5176508330459124,0.0,0.7410904444128922,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5921852541402034,0.33613661142212364,0.33633684140115316,0.5096506526668579,0.0,0.7170238347832237,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6266031811101133,0.3422759214851524,0.34246161241357354,0.5118030734959115,0.0,0.7338681053453538,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5897047819671182,0.3372008248157008,0.3374150166471072,0.5093182542682554,0.0,0.7166119125839165,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5944445796119369,0.34038289045461545,0.34060605635138574,0.5110424271606643,0.0,0.71844866704481,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5930116626857684,0.3333171870409591,0.333512981206546,0.5182405544044784,0.0,0.7302104740982213,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5831762709381464,0.3405326816379117,0.34071745257212704,0.509778206798488,0.0,0.707600660302878,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.5999555138057053,0.33656926773112494,0.33680177015912327,0.5163383563593066,0.0,0.7259846982147917,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6079878275665126,0.3513704135474345,0.3515918132595752,0.5123054289332539,0.0,0.7194557241575835,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6192908070819177,0.33871875503984183,0.3389339797888774,0.5142117394091452,0.0,0.7353067047075607,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6217044842237957,0.35976552774143455,0.35997170682655877,0.5164130112991175,0.0,0.7215941209723007,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6038058908905325,0.3268071563533785,0.327024400519367,0.5103575540175955,0.0,0.73246168986363,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6169949108923181,0.35262984754944765,0.3528940069895069,0.5212122628805713,0.0,0.7306598407281001,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6233447043534762,0.3477026870622554,0.34792174038994483,0.5150668688656339,0.0,0.7276595744680852,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6123704548082977,0.32049222812921074,0.3207659475289668,0.5156636383987498,0.0,0.7483669412098836,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6174446830514064,0.35840846799504444,0.3585944044124085,0.5101349621988437,0.0,0.7101991806752366,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
0.6006327223701278,0.3270158794582291,0.32719307216006005,0.5060591737260778,0.0,0.7261938400678157,0.0,0.0,cedar_hp_rank_low,RF,onehot,KL
