auc,prauc,AP,auc_01,f1,accuracy,precision,recall,trainset,model,add_rank
0.7210737931864692,0.3932737059826126,0.3971806008400445,0.5787395538322151,0.19310344827586204,0.7961672473867596,0.4307692307692308,0.12444444444444444,cedar,XGB,True
0.6661110466914039,0.3451765548198543,0.347407137362856,0.5516337515867591,0.1875,0.7961672473867596,0.421875,0.12053571428571429,cedar,XGB,True
0.7086423227561621,0.35956600047042964,0.36347681425322104,0.5530901410988951,0.21019108280254775,0.7839721254355401,0.4074074074074074,0.14163090128755365,cedar,XGB,True
0.7077717334811684,0.3815169997336339,0.3836501425488351,0.5743820588858237,0.2550335570469799,0.8066202090592335,0.4691358024691358,0.17511520737327188,cedar,XGB,True
0.6730299262562168,0.3239863290458788,0.32649080988390117,0.5595004919260937,0.18181818181818182,0.8118466898954704,0.35294117647058826,0.12244897959183673,cedar,XGB,True
0.7014448958354179,0.3380897691730638,0.34213926389452126,0.5518168632973496,0.19718309859154926,0.8013937282229965,0.4,0.1308411214953271,cedar,XGB,True
0.6769463340891912,0.31577097532024073,0.31820015318995687,0.548735001159165,0.18909090909090912,0.8057491289198606,0.3611111111111111,0.12807881773399016,cedar,XGB,True
0.7081940239253445,0.4030416611313955,0.4046868772529091,0.5674491657547203,0.23452768729641693,0.7952961672473867,0.45,0.15859030837004406,cedar,XGB,True
0.6921649867045946,0.3634035082941644,0.36517983359477385,0.5636926401713268,0.21276595744680848,0.8066202090592335,0.39473684210526316,0.14563106796116504,cedar,XGB,True
0.6993534482758621,0.3711443436320343,0.3739489656457575,0.563263075400099,0.22073578595317725,0.7970383275261324,0.4177215189873418,0.15,cedar,XGB,True
0.7053267281488866,0.3390840974427413,0.3429946516008241,0.5642786552622834,0.22627737226277372,0.8153310104529616,0.44285714285714284,0.15196078431372548,cedar,XGB,True
0.7076681180454766,0.35569163269897397,0.3585622347334966,0.5573931199551855,0.22448979591836732,0.8013937282229965,0.4024390243902439,0.15566037735849056,cedar,XGB,True
0.6692175795495354,0.32767309184748583,0.33056383715880405,0.5550220115732132,0.20279720279720279,0.8013937282229965,0.38666666666666666,0.13744075829383887,cedar,XGB,True
0.6933231696753405,0.3323427350396816,0.3352717050865036,0.5432684479640945,0.18685121107266436,0.7952961672473867,0.375,0.12442396313364056,cedar,XGB,True
0.6836759443044741,0.33468653042469165,0.3371587444138611,0.544182864562397,0.19178082191780818,0.794425087108014,0.37333333333333335,0.12903225806451613,cedar,XGB,True
0.6817446749526406,0.3076724330074061,0.3118741366797506,0.5417639726848733,0.18315018315018314,0.8057491289198606,0.3787878787878788,0.12077294685990338,cedar,XGB,True
0.6928677721088435,0.34452270081941033,0.3485108298817158,0.5505097972203236,0.23492063492063492,0.7900696864111498,0.4065934065934066,0.16517857142857142,cedar,XGB,True
0.6961539456327756,0.3284263045070917,0.3306905204008525,0.5480433489382613,0.17100371747211895,0.8057491289198606,0.359375,0.11219512195121951,cedar,XGB,True
0.6867128719501403,0.3735616913830885,0.3758839777395865,0.5619107750147082,0.23948220064724915,0.7952961672473867,0.45121951219512196,0.16299559471365638,cedar,XGB,True
0.70193315594259,0.360295940352742,0.363210327093337,0.5671856831241141,0.2214532871972318,0.804006968641115,0.4155844155844156,0.1509433962264151,cedar,XGB,True
0.6980318845095289,0.36794050772520986,0.37061803232531826,0.5578989110527881,0.2,0.7839721254355401,0.3924050632911392,0.1341991341991342,cedar,XGB,True
0.6922198304265694,0.38861965328846115,0.39031042737385274,0.571221174816113,0.27215189873417717,0.7996515679442509,0.45263157894736844,0.19457013574660634,cedar,XGB,True
0.6711231587561375,0.33659985704116,0.3389268680458842,0.5518832371435954,0.2152777777777778,0.8031358885017421,0.3875,0.14903846153846154,cedar,XGB,True
0.7237488722093179,0.3921895381601813,0.394962107551834,0.5690854514244261,0.24262295081967214,0.7987804878048781,0.46835443037974683,0.16371681415929204,cedar,XGB,True
0.7144133313692974,0.39432229003207186,0.39636535541263385,0.5658196719876536,0.24605678233438485,0.7918118466898955,0.4431818181818182,0.1703056768558952,cedar,XGB,True
0.6804107779356415,0.3532643372647171,0.35548213896615566,0.5671115274164623,0.22448979591836737,0.8013937282229965,0.4177215189873418,0.15348837209302327,cedar,XGB,True
0.667771783042719,0.2930335594345229,0.29601521353098864,0.5395439885976573,0.1691176470588235,0.8031358885017421,0.3333333333333333,0.11330049261083744,cedar,XGB,True
0.7093317835002385,0.38636319049543616,0.3882537533739996,0.5747370930903797,0.2525597269624574,0.8092334494773519,0.4805194805194805,0.1712962962962963,cedar,XGB,True
0.7001104908952631,0.3724013183553534,0.374640944201339,0.5676681839339844,0.2356902356902357,0.8022648083623694,0.5,0.15418502202643172,cedar,XGB,True
0.6870023577612864,0.3761892310546763,0.3800524236630806,0.5784509976239299,0.25742574257425743,0.804006968641115,0.4936708860759494,0.17410714285714285,cedar,XGB,True
0.7059526906682142,0.35238793536991436,0.354526278219325,0.5548503229897273,0.19285714285714284,0.8031358885017421,0.4090909090909091,0.1261682242990654,cedar,XGB,True
0.6701263714733542,0.3493621844324817,0.3522029192046445,0.5663824038937469,0.2097902097902098,0.8031358885017421,0.45454545454545453,0.13636363636363635,cedar,XGB,True
0.6851953849721707,0.33909314412120983,0.34308369665691085,0.5536324577677961,0.20066889632107024,0.7918118466898955,0.4,0.13392857142857142,cedar,XGB,True
0.6850192061459668,0.3569574745142824,0.3596010443300604,0.5606437197157992,0.22916666666666669,0.8066202090592335,0.44,0.15492957746478872,cedar,XGB,True
0.7164755787177312,0.3688193156379271,0.37163244947363533,0.5565577378180635,0.22000000000000003,0.7961672473867596,0.42857142857142855,0.14798206278026907,cedar,XGB,True
0.6759076843869354,0.2808529347441001,0.2837391606255465,0.52823002201243,0.16027874564459932,0.7900696864111498,0.26744186046511625,0.11442786069651742,cedar,XGB,True
0.6881642474007996,0.31991841441153346,0.32420989629346386,0.5571550351394254,0.19636363636363635,0.8074912891986062,0.36486486486486486,0.13432835820895522,cedar,XGB,True
0.6913412116153407,0.3593770681968269,0.3632004438517773,0.563490870713811,0.226027397260274,0.8031358885017421,0.4647887323943662,0.1493212669683258,cedar,XGB,True
0.7182615629984052,0.3582283121156463,0.36016556484682016,0.5618232183329136,0.23104693140794227,0.8144599303135889,0.4050632911392405,0.16161616161616163,cedar,XGB,True
0.7088384607574373,0.36949903518744953,0.37239685564424746,0.5674474031560779,0.23776223776223776,0.8101045296167247,0.4473684210526316,0.1619047619047619,cedar,XGB,True
0.7098033350781425,0.3725135018775475,0.37458444363126514,0.5637504739190382,0.22068965517241376,0.8031358885017421,0.4266666666666667,0.14883720930232558,cedar,XGB,True
0.7010549892198523,0.35379163487932935,0.35562033632676604,0.5625143909739811,0.2277580071174377,0.8109756097560976,0.4050632911392405,0.15841584158415842,cedar,XGB,True
0.6947765611127552,0.33420090803946767,0.33618323846627607,0.5426343307217437,0.18430034129692832,0.7918118466898955,0.36,0.12385321100917432,cedar,XGB,True
0.6982928917524047,0.3769155394836772,0.37959324039762193,0.5656089095588345,0.25559105431309903,0.7970383275261324,0.46511627906976744,0.1762114537444934,cedar,XGB,True
0.6894385251540119,0.34151662319266685,0.3439473007377759,0.5608979800035884,0.24749163879598662,0.804006968641115,0.4111111111111111,0.17703349282296652,cedar,XGB,True
0.6982032579058982,0.409187299424211,0.41060323452926084,0.5684679060331727,0.22875816993464052,0.794425087108014,0.49295774647887325,0.14893617021276595,cedar,XGB,True
0.6926397804145324,0.3597471780539516,0.3624291762785026,0.5831129402316658,0.27205882352941174,0.8275261324041812,0.47435897435897434,0.19072164948453607,cedar,XGB,True
0.6789479782180512,0.30213070929856417,0.3045786781273891,0.5550630718843221,0.19923371647509577,0.8179442508710801,0.3611111111111111,0.13756613756613756,cedar,XGB,True
0.6885911289085123,0.34855159252075213,0.3525617384618168,0.5594283515517597,0.2199312714776632,0.8022648083623694,0.43243243243243246,0.14746543778801843,cedar,XGB,True
0.6980059080564853,0.3565073454309874,0.35879896534489075,0.5572450006713112,0.21768707482993194,0.7996515679442509,0.4266666666666667,0.1461187214611872,cedar,XGB,True
0.679558745348219,0.32004934264267637,0.32276064393503223,0.5561711295783318,0.2116788321167883,0.8118466898954704,0.3815789473684211,0.14646464646464646,cedar,XGB,True
0.6884201441770739,0.3465210691428531,0.34854336693789284,0.5544671914327396,0.20689655172413796,0.7996515679442509,0.375,0.14285714285714285,cedar,XGB,True
0.6995449620801732,0.3804172641621006,0.38249946967988613,0.5698364727275032,0.2848297213622291,0.7987804878048781,0.46938775510204084,0.20444444444444446,cedar,XGB,True
0.6963609151612835,0.3494828689861304,0.35358582953906975,0.5705733364034078,0.2323943661971831,0.8101045296167247,0.4024390243902439,0.16336633663366337,cedar,XGB,True
