auc,prauc,AP,auc_01,f1,accuracy,precision,recall,trainset,model,encoding,weight
0.6107425337539054,0.31040600379860733,0.3106074428407972,0.5065934327677313,0.0,0.7467102923394267,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.5979685034485491,0.3274625660628311,0.32766730596378807,0.5129574059710846,0.0,0.7340545891670203,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.6113479312176753,0.32719791405570386,0.32740839164262003,0.5063341536802926,0.0,0.7351630473226286,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.565987556233242,0.30833201922093256,0.3085233176207106,0.5053713671024602,0.0,0.7287234042553191,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.6058251749626484,0.3553238285587954,0.3555388834584009,0.5141193357006576,0.0,0.712725209249539,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.5880282989968127,0.31334365760062727,0.31358896048804596,0.5139106989917585,0.0,0.7430991881397812,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.602774610542508,0.32730178670180554,0.32749730215970607,0.5075158099161343,0.0,0.7305603201829617,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.6070730828576101,0.3414194915738126,0.34163109470588765,0.5125869743833957,0.0,0.72459039648202,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.5767285168273828,0.30925091258089776,0.3094937168251848,0.510230674889924,0.0,0.7379828326180258,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.5861891329671498,0.32513621943373266,0.3253280117383396,0.5046322366092695,0.0,0.7228643924443191,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.6034882254510914,0.31765537004628674,0.3178478850273178,0.5087819677822647,0.0,0.7419036891016615,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.6184718133014487,0.3479524245174611,0.3481625525006561,0.5184967749401814,0.0,0.7311461440136344,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.5925488900454844,0.3166119306474733,0.3167984334789301,0.5090339729979381,0.0,0.7338308457711443,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.5925475560683698,0.3120126788523509,0.31223825973212294,0.5128785217711702,0.0,0.7438104723961297,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.6263999042777522,0.3543097673362836,0.3545280650223004,0.5177546435099273,0.0,0.7291973361373992,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.593088923708931,0.3272014315424576,0.32737754492666493,0.5079969802715883,0.0,0.7213220533409808,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.600611233567034,0.34629024341134695,0.34650474773434603,0.5053219877667345,0.0,0.7104285714285714,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.5788436733198632,0.3200946058194125,0.3203127227640919,0.507021792900086,0.0,0.7238758258151595,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.5851168101721937,0.32043951868557496,0.3206089291646671,0.5072954940379707,0.0,0.7257195519637034,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.5990572035310779,0.33351675279406956,0.3337608560845864,0.5104989610866874,0.0,0.7263276995969168,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.6037830470329317,0.3211877102759094,0.32137024314299917,0.5052610951851759,0.0,0.7344596058046351,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.6057823789176275,0.34367896023511174,0.34388448574142927,0.5201496218990536,0.0,0.7295169184932965,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.5956420704451035,0.31675321602938067,0.3169248431592923,0.5032163039425017,0.0,0.7322716560736985,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.6041354043471693,0.3315761500709179,0.33177669582614744,0.51400481217512,0.0,0.731953734671126,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.5937045595112724,0.3275009898203543,0.32770114634715997,0.5088482689725962,0.0,0.7259852657177598,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
0.5924654575279553,0.33034549626867543,0.3305367224083069,0.5065748457007304,0.0,0.7219654412287563,0.0,0.0,cedar_hp_rank_low,RF,onehot,Shannon
