auc,prauc,AP,auc_01,f1,accuracy,precision,recall,trainset,model,encoding,weight
0.6587504514265077,0.3066461578870999,0.3100930216072295,0.5406461259685871,0.0,0.804006968641115,0.0,0.0,cedar_hp_rank_low,RF,onehot,None
0.6255894403215833,0.2793122978515965,0.2828681005456636,0.5322213813755167,0.0,0.8048780487804879,0.0,0.0,cedar_hp_rank_low,RF,onehot,None
0.6426370224442411,0.30372983455787456,0.30641179900327153,0.5284030804514276,0.0,0.7970383275261324,0.0,0.0,cedar_hp_rank_low,RF,onehot,None
0.6417409554168503,0.2999774988682358,0.30359333404838973,0.5479655793793066,0.0,0.8109756097560976,0.0,0.0,cedar_hp_rank_low,RF,onehot,None
0.616671668667467,0.2579479495724449,0.2608707681548477,0.5373638177075342,0.0,0.8292682926829268,0.0,0.0,cedar_hp_rank_low,RF,onehot,None
0.6398166863455342,0.2868214162917444,0.29079783461565145,0.5337161671815474,0.0,0.813588850174216,0.0,0.0,cedar_hp_rank_low,RF,onehot,None
0.6042015273542367,0.22547708875561212,0.22797275412947682,0.5068541633229214,0.0,0.823170731707317,0.0,0.0,cedar_hp_rank_low,RF,onehot,None
0.6726551775268216,0.33604395520486735,0.33988530413986784,0.5503934397258194,0.0,0.8022648083623694,0.0,0.0,cedar_hp_rank_low,RF,onehot,None
0.6112794508688393,0.2668031002700401,0.2692336208073936,0.534129213330773,0.0,0.8205574912891986,0.0,0.0,cedar_hp_rank_low,RF,onehot,None
0.6419083072100313,0.3077496975309666,0.3105522902382074,0.5486254330968487,0.0,0.8083623693379791,0.0,0.0,cedar_hp_rank_low,RF,onehot,None
0.6320933034230641,0.27416961714990085,0.27787053154224906,0.5375441657483689,0.0,0.8222996515679443,0.0,0.0,cedar_hp_rank_low,RF,onehot,None
0.6588453475245928,0.30457575094010614,0.30868882378230655,0.5481363362445786,0.0,0.8153310104529616,0.0,0.0,cedar_hp_rank_low,RF,onehot,None
0.6300535641125503,0.28626085881349367,0.28911051549395816,0.5408729504825456,0.0,0.8162020905923345,0.0,0.0,cedar_hp_rank_low,RF,onehot,None
0.6260252342508674,0.27798373722635566,0.28064748016208463,0.5351950091089961,0.0,0.8109756097560976,0.0,0.0,cedar_hp_rank_low,RF,onehot,None
