auc,prauc,AP,auc_01,f1,accuracy,precision,recall,trainset,model,add_rank
0.6912005250033852,0.4538104145244536,0.4539543090473418,0.5749361626639744,0.333596214511041,0.7595846077245892,0.5598941098610192,0.2375737152485257,cedar,XGB,True
0.6897049328328007,0.447878734742012,0.44801826840721454,0.5614029313600066,0.314839195034794,0.7423985292037901,0.537917737789203,0.22254719489497474,cedar,XGB,True
0.7069535317574864,0.44522405906355583,0.4453829621141135,0.5569213820602027,0.332657200811359,0.7440050930183207,0.5372245384157236,0.24091880341880342,cedar,XGB,True
0.6774485743606944,0.43923628198612125,0.43941747070934223,0.5610632031457083,0.3260437375745527,0.739011758118701,0.544357272178636,0.23271413828689372,cedar,XGB,True
0.6871731614177873,0.47011779535654497,0.4702627958310017,0.5652076013045115,0.3320395201129146,0.731451269683643,0.5815822002472187,0.23234567901234568,cedar,XGB,True
0.684172188397309,0.4285787085752492,0.42878126992067334,0.563179036069076,0.3365222284749578,0.7503000352982704,0.5301418439716312,0.24649629018961253,cedar,XGB,True
0.6883755689995107,0.4569410619686862,0.4570943110731204,0.5692946751050318,0.33169996230682247,0.7465694682675815,0.5729166666666666,0.23342175066312998,cedar,XGB,True
0.7041691127580395,0.47528630848649306,0.475476790774218,0.5756366390966178,0.3465056714233443,0.7466486984892545,0.5982312065698042,0.2438835951583827,cedar,XGB,True
0.6781564138353904,0.44247083524337194,0.4426309231469754,0.5677492752835952,0.3376477208778841,0.7474248927038627,0.539568345323741,0.2457002457002457,cedar,XGB,True
0.6873499005321353,0.4557181212470036,0.4558578136877588,0.5567442785252236,0.3154314357321876,0.7304764589794193,0.5326481257557436,0.224059003051882,cedar,XGB,True
0.7150974257090723,0.4608644457974677,0.46117215713350196,0.5737455101869113,0.3416030534351145,0.7571106730498451,0.5686149936467598,0.24413529732678668,cedar,XGB,True
0.67482384083018,0.42788106165784195,0.42810529670245345,0.5557605479200275,0.3024224072672218,0.7382474080386309,0.5333778371161548,0.211040676175383,cedar,XGB,True
0.6909581718320149,0.4232912176257906,0.42352474382652916,0.5480271813928703,0.2990654205607477,0.7334754797441365,0.4984423676012461,0.2136181575433912,cedar,XGB,True
0.6958819160042556,0.43504453369841534,0.4352490952219714,0.5638671242320987,0.32455297058258026,0.7500711439954468,0.5275,0.23437933907247988,cedar,XGB,True
0.7024670627519758,0.4442514396846081,0.44449866534516524,0.5568022571262442,0.30144167758846657,0.7384507535927094,0.5446549391069012,0.20838726378462336,cedar,XGB,True
0.686277880386294,0.46075343363398413,0.4609051052921723,0.5637609054699848,0.34514366296492155,0.7336535704043591,0.5481522956326987,0.25186519166452276,cedar,XGB,True
0.68046491508016,0.4740752958474383,0.4742406395483113,0.5671289883711303,0.32972027972027973,0.7261428571428571,0.5660264105642256,0.23260976813024173,cedar,XGB,True
0.67344632582931,0.4405850220925518,0.44080283265714004,0.5602232517511812,0.3162534435261708,0.7355260353768559,0.5526315789473685,0.221507589400566,cedar,XGB,True
0.6929135649490634,0.42621991771073653,0.4265458157284084,0.5455035382297648,0.2925851703406814,0.7247270664965263,0.495679012345679,0.20754716981132076,cedar,XGB,True
0.7068071288746797,0.47228261106750763,0.47241890541199155,0.5645821175558918,0.3306025851083197,0.7399759564387243,0.5594577942082564,0.234625322997416,cedar,XGB,True
0.7131784884948787,0.46692497844782804,0.4670854425906727,0.569675376412775,0.3438330170777989,0.7503429355281207,0.5690954773869347,0.2463295269168026,cedar,XGB,True
0.7072789479541576,0.4620683815548563,0.46222952736175404,0.5581173446195893,0.31078066914498137,0.7369653117684614,0.5335035098915124,0.2192499344348282,cedar,XGB,True
0.705604610094842,0.4744222009462053,0.4746739586139592,0.583289367859023,0.3534151957022256,0.7593372848675284,0.6295283663704716,0.24566551080288077,cedar,XGB,True
0.6773902954105926,0.4179618750674845,0.4181299676230634,0.548125505226847,0.29408533235671125,0.7313963210702341,0.49752168525402723,0.2087340785027294,cedar,XGB,True
0.717149569303054,0.4916459015103794,0.4918167388485335,0.582286664735178,0.35929694727104533,0.75230670195265,0.6168996188055909,0.25345862699034194,cedar,XGB,True
