ccp_alpha,max_depth,n_estimators,score_avg_valid_auc,score_avg_train_auc,score_avg_valid_auc_01,score_avg_train_auc_01,score_avg_valid_f1score,score_avg_train_f1score,score_test_auc,score_test_auc_01,score_test_f1
1e-09,3.0,100,0.6248192987864241,0.7033307500587426,0.5325325577875133,0.5803697334457949,0.003378378378378378,0.02634660025004559,0.6374863611565738,0.5413903006288224,0.0
1e-09,3.0,200,0.6195752073121006,0.7033796233574512,0.5347456446635523,0.582135774162462,0.0,0.023688312280752258,0.6390411893071468,0.543385878772217,0.0
1e-09,3.0,300,0.6186234992060464,0.7053514676382405,0.534603434874934,0.5815140369171949,0.003378378378378378,0.024729773317667157,0.6366543917075832,0.5427828983260115,0.0
1e-09,5.0,100,0.6181198597296453,0.8066290389178856,0.5349134504642225,0.6876104206937499,0.011629353233830847,0.07243185154122672,0.6497749590834696,0.5597668475608005,0.03007518796992481
1e-09,5.0,200,0.619851425865934,0.8088118385732248,0.5341766539815415,0.6842375177403871,0.011629353233830847,0.06778110087574743,0.6515889252591379,0.5563068883337641,0.0
1e-09,5.0,300,0.6185573727296882,0.8094332778133855,0.5344718944902676,0.685281908955498,0.010796019900497514,0.05973305761379934,0.6515070921985815,0.5578143394492778,0.0
1e-09,7.0,100,0.6180154191295795,0.9232336143271499,0.542070234096905,0.8303382766223084,0.022564169783401495,0.21177156849975098,0.6551623022367704,0.5732190541821001,0.03007518796992481
1e-09,7.0,200,0.6152314387184871,0.924363366053943,0.5371925211985189,0.8337532187948697,0.0228927940940459,0.21706485678389226,0.6579582651391163,0.5701897952737819,0.015267175572519085
1e-09,7.0,300,0.616198253731167,0.928163187823422,0.538042117695769,0.8332803229162332,0.018882995821279332,0.21863064806334004,0.6613679759956356,0.5716828897120051,0.030303030303030307
1e-09,9.0,100,0.6124507149274377,0.9853195952195772,0.536715728061447,0.9482409818299227,0.030038848048261898,0.44917432140418523,0.6586947626841244,0.5765641599908118,0.030303030303030307
1e-09,9.0,200,0.6102744596460745,0.9887910095859462,0.539023959134223,0.9544659964814002,0.030196604695819147,0.45935494230314244,0.6659779050736496,0.5756596893215035,0.030303030303030307
1e-09,9.0,300,0.616283735409275,0.9892334850762978,0.5355063671354731,0.9568723669143966,0.026515430733696988,0.4567955824914536,0.6618589743589742,0.5729606339908692,0.03007518796992481
1e-09,,100,0.6051890101812236,0.9999750628080408,0.5440495707040125,0.9998687516212673,0.046807927530862575,0.993273262933369,0.666373431533006,0.5731759841502283,0.08633093525179858
1e-09,,200,0.6104795688288966,0.999976848610435,0.5342006084480861,0.9998781505812367,0.05453886047283509,0.9932716003120581,0.6652141298417895,0.5764851982657134,0.15277777777777776
1e-09,,300,0.6098892660219881,0.9999769865443613,0.5382718910568884,0.9998788765492701,0.05304085760180451,0.9932713183988078,0.6717607746863066,0.5764636632497775,0.1267605633802817
4.6415888336127725e-07,3.0,100,0.6189152037931962,0.7031559097845195,0.5336551180672068,0.5804919515314504,0.0033333333333333327,0.02957575348207777,0.6378273322422259,0.5429121084216268,0.0
4.6415888336127725e-07,3.0,200,0.6181598804306871,0.7044185562627179,0.534270456841498,0.5813572859983817,0.0,0.0279604535171089,0.6377045826513912,0.5430987452264048,0.0
4.6415888336127725e-07,3.0,300,0.6191308149539957,0.7039305262391335,0.5321613583100606,0.5802157623139423,0.0,0.02529897167177953,0.6382501363884343,0.5427828983260115,0.0
4.6415888336127725e-07,5.0,100,0.6159634120661476,0.8082841760686813,0.5372250401863609,0.6861361155027547,0.0,0.07235780222757188,0.6549577195853793,0.5595371407241508,0.03007518796992481
4.6415888336127725e-07,5.0,200,0.6203245223528597,0.8098294167445336,0.5384455405849686,0.685272689319093,0.018992741211972926,0.06933039346498879,0.6525709219858156,0.5600252677520314,0.0
4.6415888336127725e-07,5.0,300,0.618743513139932,0.8088118570489546,0.5352972296898906,0.6846749568131885,0.007064676616915423,0.06632405451034035,0.6509888161483907,0.5579148361903121,0.015267175572519085
4.6415888336127725e-07,7.0,100,0.6137416547080571,0.9249954497653925,0.535229660576486,0.827443442256443,0.02632397021105652,0.2242212991265392,0.6604814511729407,0.5711804060068337,0.03007518796992481
4.6415888336127725e-07,7.0,200,0.6103859774556292,0.9262308499367848,0.5381222344865769,0.8329785019074841,0.026354477274780883,0.22962740747889326,0.6552577741407528,0.5711516926522525,0.015267175572519085
4.6415888336127725e-07,7.0,300,0.6117997442339578,0.9272761757394423,0.5362339418553592,0.8338248137670938,0.02278304870335231,0.2251478887770712,0.6609451718494272,0.5700892985327476,0.03007518796992481
4.6415888336127725e-07,9.0,100,0.6112728780173233,0.9868293091337685,0.5399392110980537,0.9502009225007138,0.0183560637369702,0.4447842385858136,0.667778232405892,0.5664570591782238,0.030303030303030307
4.6415888336127725e-07,9.0,200,0.6153624179124519,0.9880504214080538,0.5408651278521779,0.9554038470741011,0.030182478788616896,0.44887023225482714,0.6620771958537917,0.5712378327159963,0.03007518796992481
4.6415888336127725e-07,9.0,300,0.6167147244631392,0.988584507556176,0.5361877743910242,0.9568959534783972,0.03719613777948863,0.45291916387238085,0.6619271685761048,0.5746834352657422,0.030303030303030307
4.6415888336127725e-07,,100,0.6052871081034078,0.9999750534723022,0.5353030593167875,0.9998687024858013,0.049036253601470986,0.993138082047283,0.6704855428259684,0.5684669939989089,0.1267605633802817
4.6415888336127725e-07,,200,0.6112972247898811,0.9999768486992662,0.5399227088725482,0.9998781510487692,0.053816641790703355,0.9932695380168095,0.6675190943807966,0.5744824417836736,0.08633093525179858
4.6415888336127725e-07,,300,0.611329119085503,0.9999769865443613,0.5382567935742906,0.9998788765492701,0.046862807669248455,0.9932654374297152,0.6717334969994544,0.5767292617796538,0.1267605633802817
0.00021544346900318823,3.0,100,0.6168803514930814,0.7023554542116293,0.5302640991120386,0.5823180628211879,0.0,0.02740708009141305,0.6347722313147846,0.5429121084216268,0.0
0.00021544346900318823,3.0,200,0.6187519827611838,0.7043338070462845,0.5318524265636602,0.5801817831290882,0.0,0.02580569315006572,0.6359860883797054,0.5431705286128579,0.0
0.00021544346900318823,3.0,300,0.6171747349151282,0.7049699223053669,0.5326020574655246,0.580314645829375,0.003378378378378378,0.025818222940346906,0.635399618112384,0.5423091279754214,0.0
0.00021544346900318823,5.0,100,0.618001213715492,0.8057473370802368,0.5360455595160869,0.680917505331253,0.018992741211972926,0.06262011845239868,0.6486838516093836,0.5564360984293795,0.0
0.00021544346900318823,5.0,200,0.6158866792214062,0.808857632187432,0.534105030183571,0.6858397920014432,0.010796019900497514,0.06281545682053839,0.6511524822695035,0.5600109110747409,0.0
0.00021544346900318823,5.0,300,0.6145909198627628,0.8101477146808147,0.534401103845173,0.6864305373667168,0.018992741211972926,0.06687324803824923,0.652980087288598,0.561432222126511,0.0
