ccp_alpha,max_depth,n_estimators,score_avg_valid_auc,score_avg_train_auc,score_avg_valid_auc_01,score_avg_train_auc_01,score_avg_valid_f1score,score_avg_train_f1score,score_test_auc,score_test_auc_01,score_test_f1
1e-09,3.0,100,0.6625944085619535,0.7272912837721147,0.559494215610341,0.6103372024544282,0.0,0.0021449986499194607,0.6242623951182303,0.5292849973905014,0.0
1e-09,3.0,200,0.6614015476571469,0.7279351413904027,0.5576751610409705,0.6109087593888421,0.0,0.0026929428519978753,0.626233409610984,0.5306981412340921,0.0
1e-09,3.0,300,0.6612195842887267,0.7291037467503811,0.5582975250333523,0.6111525376323146,0.0,0.0021367815301373315,0.6249214340198322,0.5304412059898029,0.0
1e-09,5.0,100,0.6664699440859936,0.793648389548673,0.5638281497529445,0.6818192137561556,0.0078125,0.08038860828235989,0.6361495041952708,0.5339483720743506,0.015873015873015872
1e-09,5.0,200,0.6697754907652664,0.7969998882833376,0.5653387034776298,0.6826359378916548,0.01148018648018648,0.0853977060902989,0.6345751334858887,0.5331422377453933,0.015873015873015872
1e-09,5.0,300,0.6700775576389184,0.7984103066852958,0.5614175677805722,0.6839062078611038,0.0037878787878787884,0.08437018642181282,0.6331106025934401,0.5330426753382311,0.015873015873015872
1e-09,7.0,100,0.6700563464064313,0.8829331984834616,0.5643941476682981,0.773264733872979,0.01899582406530425,0.18753748330622694,0.6351548436308161,0.5359428319081456,0.015873015873015872
1e-09,7.0,200,0.6694525217413896,0.8867610372281665,0.5667780719343399,0.7729997960869273,0.011944377461618841,0.18786438624753332,0.6356186117467583,0.5383580232044642,0.015873015873015872
1e-09,7.0,300,0.672491914184052,0.890760235660809,0.564487156017391,0.7768027855423733,0.019956583846944015,0.18978007225605847,0.6387124332570557,0.5372275081295917,0.015873015873015872
1e-09,9.0,100,0.6631109579260266,0.9577453295388085,0.5657810989167011,0.8765635464218635,0.023075348075348077,0.3455163889817122,0.6408176964149505,0.5373623991328436,0.015873015873015872
1e-09,9.0,200,0.6704944167308626,0.962660364000532,0.5650223690122627,0.8827844466951075,0.02331524197195839,0.34492223891919593,0.6358871090770404,0.5371986029146092,0.015748031496062992
1e-09,9.0,300,0.6709631731064858,0.963079358586441,0.5647700470449147,0.8830852683975303,0.026055469953775036,0.33875569678861983,0.6351243325705568,0.5370701352924646,0.015748031496062992
1e-09,,100,0.6439419068488454,0.999989555827514,0.5544855005167157,0.999945030671127,0.0397284727358048,0.9931997719535371,0.6207963386727688,0.5364117387289734,0.015384615384615384
1e-09,,200,0.6513617383492439,0.9999902071820559,0.5568536728445581,0.9999484588529255,0.036532303272370545,0.9934695992655235,0.6147307398932114,0.5375165602794171,0.015267175572519083
