ccp_alpha,max_depth,n_estimators,score_avg_valid_auc,score_avg_train_auc,score_avg_valid_auc_01,score_avg_train_auc_01,score_avg_valid_f1score,score_avg_train_f1score,score_test_auc,score_test_auc_01,score_test_f1
1e-09,3.0,100,0.6759228919842739,0.7653022051971927,0.5749408350216562,0.6343997062220904,0.0,0.003285985099403943,0.6663094103948343,0.55650081061657,0.0
1e-09,3.0,200,0.6785843745106758,0.7697617509385617,0.57508959772974,0.6388626100683108,0.0,0.0032919838557217682,0.6681353868953106,0.5559019014669095,0.0
1e-09,3.0,300,0.6827861004736322,0.7683031765955757,0.5717374298002276,0.6381129720302099,0.0,0.004383671161851087,0.6658727638403725,0.5571554322452686,0.0
1e-09,5.0,100,0.6909495307924491,0.8520691969500835,0.5781468299604064,0.7299174102154098,0.02307047507231548,0.1411152310941466,0.6663888006774639,0.5608742402210671,0.0
1e-09,5.0,200,0.6900404559879811,0.8544328835770025,0.5780128826724287,0.7297294028767497,0.029647941122671863,0.15253200617893614,0.6735471578278819,0.5607906715025098,0.0
1e-09,5.0,300,0.6878895693111995,0.8529183085474856,0.5786935850877342,0.7294895278547413,0.029730270432287237,0.15315114527825677,0.6721445961680957,0.5610413776581816,0.0
1e-09,7.0,100,0.7015135138936597,0.9359991147305146,0.5783553302855811,0.8411448894210918,0.09382103257103258,0.4108796949039303,0.6724753890123849,0.5659022914542629,0.028571428571428574
1e-09,7.0,200,0.6965892478038707,0.9382062156891146,0.5816104523461162,0.8432349167136459,0.0780809695698281,0.406147796563491,0.6745792315020642,0.5647741137537396,0.028571428571428574
1e-09,7.0,300,0.6950176195438328,0.9396175633526929,0.579152167571118,0.84617812819639,0.07825122917975223,0.39427265765978453,0.676206732295967,0.5686461310468932,0.014388489208633093
1e-09,9.0,100,0.6915461829126595,0.9835376476179584,0.5743433185173765,0.9395219609370657,0.10647006551661084,0.6148350515284869,0.6812612469567058,0.5716685330347144,0.028169014084507043
1e-09,9.0,200,0.6974736018361747,0.9852979516341472,0.5815536803579977,0.9433366439062458,0.11025836827255683,0.6175346761967786,0.6776489890970677,0.5691057589989582,0.028169014084507043
1e-09,9.0,300,0.6960653635626134,0.985792187068145,0.5777381405334638,0.9445967677203656,0.11682239801903606,0.6145338248201448,0.6778210013760982,0.5704846428551531,0.028368794326241138
1e-09,,100,0.6954235570967847,1.0,0.5790466736515527,1.0,0.17429372323670891,1.0,0.6882806711125224,0.5716337127353156,0.07947019867549669
1e-09,,200,0.6929595163460693,1.0,0.5721504737723393,1.0,0.1685611641097716,1.0,0.6914033555626126,0.572601717058604,0.08053691275167785
1e-09,,300,0.6942551938096633,1.0,0.5802151497670236,1.0,0.19166729920917122,1.0,0.6900934158992272,0.5697116322084984,0.06711409395973154
4.6415888336127725e-07,3.0,100,0.6813226304258472,0.7674320167281419,0.5717700207211647,0.6346004714317818,0.0,0.007099887349036521,0.665462580713454,0.5544394488921573,0.0
4.6415888336127725e-07,3.0,200,0.680534587260401,0.7683373271441809,0.5746060373767068,0.637288516383988,0.0,0.004939083105220865,0.6685852651635441,0.553715186664661,0.0
4.6415888336127725e-07,3.0,300,0.6815942302053748,0.7692453434405221,0.573827047572153,0.637729188341814,0.0,0.003288363741389852,0.6690351434317773,0.5539101803412947,0.0
4.6415888336127725e-07,5.0,100,0.6844232955937446,0.8505864890453994,0.5790944268437279,0.7251329915670011,0.02933573111925837,0.15486012192685772,0.6686249603048587,0.5600942655145326,0.0
4.6415888336127725e-07,5.0,200,0.6894006937272577,0.8525239091167378,0.5784073379537737,0.7297188408034877,0.0295912731289699,0.15231049252938741,0.6706891076532232,0.5601639061133303,0.0
4.6415888336127725e-07,5.0,300,0.69091219458094,0.8540226315969905,0.5784942579405379,0.7314414835346656,0.026220012574203297,0.15772961993250967,0.6724356938710702,0.5608324558617885,0.0
4.6415888336127725e-07,7.0,100,0.693669290558549,0.9347463444406684,0.5746288671150664,0.8399145286774846,0.06755752545653845,0.4060647854544861,0.6683470943156558,0.5609160245803457,0.028571428571428574
4.6415888336127725e-07,7.0,200,0.6938099863158942,0.9387681199177715,0.5796875346585629,0.8433131323800567,0.07561003000601882,0.39995886779710144,0.6772123425426061,0.569203255837275,0.028571428571428574
4.6415888336127725e-07,7.0,300,0.6971939657131341,0.9400337270046011,0.5825424886482875,0.8474621363373052,0.06420518493637488,0.3907193579527223,0.6780062453689003,0.5670165410350264,0.028571428571428574
4.6415888336127725e-07,9.0,100,0.6964391301940301,0.9827253455998793,0.575895723486423,0.9361307115108299,0.10890797099616387,0.6158923934071945,0.682571186620091,0.5703732178970768,0.028169014084507043
4.6415888336127725e-07,9.0,200,0.6954516011486207,0.9856789628113294,0.5798869766531642,0.9447647416417849,0.10580602370759432,0.6215746912842108,0.6820551497829999,0.5721560172262985,0.028169014084507043
4.6415888336127725e-07,9.0,300,0.6982357989237502,0.9855526440865348,0.5765751947566692,0.9434118769383832,0.11026534653587128,0.6176357393652869,0.6805864295543559,0.5702339366994813,0.04225352112676056
4.6415888336127725e-07,,100,0.684377441662345,1.0,0.5772520475723273,1.0,0.18502928969004467,0.9997243660418964,0.6880094209802053,0.569997158663569,0.08
4.6415888336127725e-07,,200,0.6877098190170001,1.0,0.5806860467805738,1.0,0.16598770073536895,1.0,0.6866664020323913,0.57302652471127,0.08
4.6415888336127725e-07,,300,0.6907527148427287,1.0,0.58000051541034,1.0,0.1685556180094944,1.0,0.6874735365724568,0.5689107653223245,0.06666666666666667
